Date,Mkt-RF,SMB,HML,RF
2015-01-01,-3.11,-0.51,-3.56,0
2015-02-01,6.14,0.52,-1.81,0
2015-03-01,-1.12,3.02,-0.41,0
2015-04-01,0.59,-3.04,1.88,0
2015-05-01,1.36,0.89,-1.1,0
2015-06-01,-1.53,2.85,-0.74,0
2015-07-01,1.54,-4.09,-4.21,0
2015-08-01,-6.04,0.44,2.73,0
2015-09-01,-3.07,-2.61,0.39,0
2015-10-01,7.75,-1.98,-0.25,0
2015-11-01,0.56,3.68,-0.49,0
2015-12-01,-2.17,-2.86,-2.45,0.01
2016-01-01,-5.77,-3.36,2.01,0.01
2016-02-01,-0.08,0.83,-0.59,0.02
2016-03-01,6.96,0.82,1.11,0.02
2016-04-01,0.92,0.69,3.28,0.01
2016-05-01,1.78,-0.27,-1.6,0.01
2016-06-01,-0.05,0.64,-1.4,0.02
2016-07-01,3.95,2.6,-1.23,0.02
2016-08-01,0.5,1.13,3.31,0.02
2016-09-01,0.25,2.04,-1.21,0.02
2016-10-01,-2.02,-4.43,4.07,0.02
2016-11-01,4.86,5.47,8.22,0.01
2016-12-01,1.82,0.11,3.51,0.03
2017-01-01,1.94,-1.06,-2.81,0.04
2017-02-01,3.57,-2.01,-1.79,0.04
2017-03-01,0.17,1.17,-3.33,0.03
2017-04-01,1.09,0.72,-2.11,0.05
2017-05-01,1.06,-2.61,-3.67,0.06
2017-06-01,0.78,2.15,1.45,0.06
2017-07-01,1.87,-1.48,-0.36,0.07
2017-08-01,0.16,-1.62,-2.19,0.09
2017-09-01,2.51,4.48,3.14,0.09
2017-10-01,2.25,-1.95,0.12,0.09
2017-11-01,3.12,-0.57,-0.09,0.08
2017-12-01,1.06,-1.28,0.17,0.09
2018-01-01,5.58,-3.12,-1.32,0.11
2018-02-01,-3.65,0.28,-1.01,0.11
2018-03-01,-2.35,4.05,-0.12,0.12
2018-04-01,0.29,1.14,0.5,0.14
2018-05-01,2.65,5.3,-3.15,0.14
2018-06-01,0.48,1.17,-2.31,0.14
2018-07-01,3.19,-2.21,0.57,0.16
2018-08-01,3.44,1.15,-3.92,0.16
2018-09-01,0.06,-2.28,-1.63,0.15
2018-10-01,-7.68,-4.78,3.46,0.19
2018-11-01,1.69,-0.71,0.34,0.18
2018-12-01,-9.55,-2.48,-1.89,0.19
2019-01-01,8.41,2.89,-0.46,0.21
2019-02-01,3.4,2.12,-2.71,0.18
2019-03-01,1.1,-3.05,-4.19,0.19
2019-04-01,3.96,-1.75,2.02,0.21
2019-05-01,-6.94,-1.18,-2.28,0.21
2019-06-01,6.93,0.22,-0.79,0.18
2019-07-01,1.19,-2.08,0.34,0.19
2019-08-01,-2.58,-2.4,-4.85,0.16
2019-09-01,1.43,-1.05,6.77,0.18
2019-10-01,2.06,0.24,-1.88,0.15
2019-11-01,3.87,0.91,-2.05,0.12
2019-12-01,2.77,0.67,1.91,0.14
2020-01-01,-0.11,-3.08,-6.27,0.13
2020-02-01,-8.13,1.02,-3.92,0.12
2020-03-01,-13.38,-5.03,-13.96,0.12
2020-04-01,13.65,2.75,-1.39,0
2020-05-01,5.58,2.49,-5.05,0.01
2020-06-01,2.46,2.71,-2.35,0.01
2020-07-01,5.77,-2.18,-1.39,0.01
2020-08-01,7.63,-0.25,-2.94,0.01
2020-09-01,-3.63,0.06,-2.51,0.01
2020-10-01,-2.1,4.44,4.03,0.01
2020-11-01,12.47,5.48,2.11,0.01
2020-12-01,4.63,4.81,-1.36,0.01
2021-01-01,-0.03,7.19,2.85,0
2021-02-01,2.78,2.11,7.08,0
2021-03-01,3.08,-2.48,7.4,0
2021-04-01,4.93,-3.09,-0.74,0
2021-05-01,0.29,-0.21,7.04,0
2021-06-01,2.79,1.79,-7.7,0
