Date,T-bill(cont.comp),Canada,Japan,France,Germany,Italy,Switzerland,UK,US,World
1988-09-28,0.006145,0.015215,0.036894,0.090986,0.067852,0.059208,0.027756,0.042786,0.035596,0.035976
1988-10-28,0.006074,0.026953,0.077352,0.107837,0.099389,0.112851,0.100049,0.073278,0.023621,0.060188
1988-11-28,0.005742,-0.010214,0.083104,0.013893,-0.012022,0.010577,0.012159,0.005191,-0.022095,0.02879
1988-12-28,0.006306,0.022065,-0.000591,0.035911,0.023684,-0.011668,-0.008817,-0.024141,0.009104,0.002454
1989-01-28,0.005766,0.07658,-0.002827,0.003482,-0.053571,-0.033018,-0.034669,0.107441,0.069353,0.030142
1989-02-28,0.00611,-0.037954,0.013203,-0.027554,-0.004983,-0.026932,0.01331,-0.032052,-0.036998,-0.01267
1989-03-28,0.006213,0.004891,-0.04116,0.004586,-0.025061,0.00793,-0.015028,0.000136,0.015364,-0.012904
1989-04-28,0.00681,0.01963,-0.008459,0.033032,0.043053,0.000789,0.023586,0.007278,0.046562,0.015979
1989-05-28,0.008006,-0.000999,-0.064678,-0.037989,-0.043392,-0.055356,-0.074773,-0.077692,0.02966,-0.032812
1989-06-28,0.007147,0.016519,-0.051972,0.01401,0.069801,0.09404,0.143296,0.000989,-0.011765,-0.018722
1989-07-28,0.00704,0.070114,0.125583,0.104084,0.094645,0.099474,0.121581,0.144016,0.083726,0.10566
1989-08-28,0.006684,0.008732,-0.07571,-0.013667,-0.019341,0.015816,-0.00909,-0.029976,0.007618,-0.031152
1989-09-28,0.006387,-0.022435,0.057321,0.051386,0.037256,-0.01371,-0.004679,-0.011805,-0.009338,0.021572
1989-10-28,0.00682,-0.006824,-0.033055,-0.052755,-0.053862,-0.086087,-0.058414,-0.101513,-0.030306,-0.040444
1989-11-28,0.00634,0.003626,0.044653,0.056257,0.096207,0.043988,0.047751,0.047028,0.013474,0.033297
1989-12-28,0.005941,0.013862,-0.007787,0.112888,0.195895,0.070587,0.02502,0.09501,0.01577,0.025929
1990-01-28,0.005852,-0.098118,-0.066021,-0.056784,0.023856,-0.00995,-0.008614,0.000829,-0.071555,-0.052819
1990-02-28,0.005818,-0.00405,-0.109223,-0.031387,-0.02623,-0.052498,-0.003903,-0.03311,0.008157,-0.048985
1990-03-28,0.00638,0.002244,-0.200307,0.058584,0.08987,0.032623,-0.042297,-0.035261,0.016409,-0.067078
1990-04-28,0.006829,-0.081998,0.005769,0.052166,-0.075716,0.018813,-0.020175,-0.071022,-0.028064,-0.021578
1990-05-28,0.006404,0.066834,0.136704,0.013545,0.005374,0.056683,0.159647,0.142539,0.085162,0.098561
1990-06-28,0.005898,-0.009856,-0.052593,-0.020973,0.037004,0.013252,0.011622,0.053588,-0.010394,-0.013334
1990-07-28,0.006704,0.013596,-0.020216,0.002169,0.065825,0.00168,0.008473,0.036406,-0.009028,0.002085
1990-08-28,0.006154,-0.057408,-0.103471,-0.133846,-0.154888,-0.150027,-0.113897,-0.059374,-0.098438,-0.100078
1990-09-28,0.005984,-0.05065,-0.169649,-0.111689,-0.182777,-0.125266,-0.123745,-0.094813,-0.053248,-0.111787
1990-10-28,0.006559,-0.03773,0.235868,0.103357,0.122525,0.038957,0.053783,0.074203,-0.010566,0.086387
1990-11-28,0.005651,0.021007,-0.125824,-0.01625,0.01421,-0.106656,-0.025961,0.048785,0.059089,-0.022443
1990-12-28,0.005989,0.036873,0.041001,-0.054613,-0.042184,0.025358,-0.004527,-0.013338,0.020912,0.014572
1991-01-28,0.004637,-0.005055,0.023788,0.034027,0.022281,-0.031568,0.051098,0.033286,0.042197,0.031569
1991-02-28,0.004767,0.061771,0.121335,0.090417,0.06523,0.14458,0.062969,0.076384,0.063528,0.08745
1991-03-28,0.004391,-0.006315,-0.066575,-0.077566,-0.138506,-0.098995,-0.052944,-0.056832,0.019214,-0.03418
1991-04-28,0.005335,0.005432,0.019556,-0.032749,0.029289,-0.029756,-0.002736,-0.018337,-0.002185,0.002159
1991-05-28,0.004461,0.031216,-0.009064,0.033548,0.060021,0.052452,0.036213,0.002344,0.036333,0.017881
1991-06-28,0.004171,-0.028795,-0.076145,-0.099927,-0.097564,-0.093086,-0.099087,-0.088467,-0.050724,-0.066216
1991-07-28,0.00484,0.011101,0.026064,0.038107,0.028502,0.004661,0.055956,0.112145,0.041208,0.042054
1991-08-28,0.00461,0.006912,-0.059855,0.057087,0.00806,-0.034354,-0.005407,0.021103,0.018882,-0.008107
1991-09-28,0.004558,-0.030661,0.082766,0.054853,0.017133,-0.00293,0.006234,0.03332,-0.02227,0.021346
1991-10-28,0.004246,0.040064,0.038949,-0.020022,-0.027374,-0.045307,-0.006208,-0.029522,0.012244,0.011657
1991-11-28,0.003915,-0.028914,-0.074547,-0.029447,0.011923,0.047423,-0.014194,-0.051055,-0.045075,-0.047802
1991-12-28,0.003792,-0.000581,0.027826,0.084235,0.069204,0.039544,0.076144,0.081778,0.109632,0.068675
1992-01-28,0.003059,0.010215,-0.049397,-2.3e-05,0.003665,0.023011,0.004401,-0.013021,-0.020438,-0.021872
1992-02-28,0.002828,-0.011116,-0.086331,0.037434,0.022005,-0.016835,0.003869,-0.014001,0.00789,-0.020386
1992-03-28,0.003376,-0.058405,-0.111789,-0.015135,-0.025334,-0.060731,-0.019583,-0.059982,-0.022543,-0.050795
1992-04-28,0.003303,-0.016855,-0.064871,0.048438,-0.007928,0.008841,0.00852,0.116319,0.025205,0.010305
1992-05-28,0.002758,0.002391,0.077234,0.039569,0.060559,0.016265,0.072902,0.054352,0.000598,0.036696
1992-06-28,0.003201,2.6e-05,-0.094639,-0.017439,0.014204,-0.036126,0.02884,-0.041044,-0.019204,-0.037015
1992-07-28,0.002892,0.019614,-0.014342,-0.044732,-0.057676,-0.083896,0.01528,-0.040378,0.038067,-0.00067
1992-08-28,0.002605,-0.024513,0.174552,0.006636,-0.003349,0.005773,0.018857,-0.004991,-0.027297,0.02138
1992-09-28,0.002573,-0.07658,-0.026549,0.02903,-0.04149,-0.189952,0.077696,-0.020461,0.007552,-0.012065
1992-10-28,0.002286,0.022601,-0.048728,-0.085205,-0.071854,0.171214,-0.09295,-0.082072,0.003078,-0.029696
1992-11-28,0.002346,-0.047486,0.023486,-0.019176,-0.00869,-0.061281,-0.04397,0.010379,0.030161,0.015227
1992-12-28,0.00227,0.023878,-0.017055,0.02343,-0.018349,-0.01904,0.066024,0.040042,0.00805,0.005495
1993-01-28,0.002335,-0.021654,-0.005599,-0.028072,0.030315,0.089343,-0.012689,-0.024132,0.005765,0.000707
1993-02-28,0.002209,0.05335,0.041082,0.08463,0.049279,0.007505,-0.012172,-0.026601,0.01025,0.021178
1993-03-28,0.002538,0.024141,0.138136,0.043336,0.025687,-0.085051,0.061736,0.070701,0.017369,0.055142
1993-04-28,0.002372,0.032631,0.175366,-0.01672,-0.016204,0.213449,0.024169,0.027207,-0.025106,0.043696
1993-05-28,0.002168,0.012106,0.025372,-0.028055,-0.004918,0.024508,0.073453,0.005051,0.022714,0.020611
1993-06-28,0.002756,-0.009994,-0.01663,-0.017652,-0.035857,-0.02574,-0.002215,-0.013055,-0.000325,-0.011406
1993-07-28,0.002402,-0.009789,0.060928,0.009898,0.03065,0.013531,-0.006076,-0.005278,-0.004153,0.017937
1993-08-28,0.00253,0.004727,0.019277,0.084416,0.108872,0.120161,0.067187,0.067761,0.032914,0.043058
1993-09-28,0.002356,-0.05163,-0.049895,-0.011243,0.014401,-0.063055,0.03117,-0.013803,-0.012845,-0.021074
1993-10-28,0.00221,0.091257,-0.006766,0.006474,0.057254,-0.038,0.053722,0.037034,0.014724,0.025103
1993-11-28,0.002477,-0.025505,-0.168449,-0.033647,-0.026199,-0.107304,0.003899,0.002021,-0.009869,-0.059283
1993-12-28,0.002263,0.04308,0.029446,0.080875,0.055793,0.124676,0.078854,0.072555,0.00921,0.046422
1994-01-28,0.002503,0.060536,0.158944,0.036502,-0.031741,0.094575,0.08957,0.042366,0.033235,0.063216
1994-02-28,0.00212,-0.050964,0.043598,-0.021086,-0.020897,-0.010102,-0.060986,-0.051571,-0.030815,-0.015284
1994-03-28,0.002469,-0.045894,-0.045252,-0.048021,0.032154,0.15925,-0.014369,-0.069396,-0.046368,-0.045808
1994-04-28,0.002711,-0.013958,0.039909,0.041534,0.057214,0.10103,-0.016893,0.033633,0.010898,0.027964
1994-05-28,0.00315,0.008844,0.018737,-0.050205,-0.060934,-0.080889,-0.001943,-0.055439,0.012879,-0.000809
1994-06-28,0.003118,-0.067984,0.046196,-0.041793,-0.000192,-0.068893,0.006526,0.000352,-0.031803,-0.006129
1994-07-28,0.002751,0.043229,-0.038669,0.096013,0.046454,0.050594,-0.026001,0.051013,0.03045,0.016027
1994-08-28,0.003687,0.052766,0.003115,0.001519,0.033019,-0.023714,0.038042,0.053568,0.035126,0.026194
1994-09-28,0.003659,0.018517,-0.028351,-0.071368,-0.063015,-0.003288,-0.010406,-0.049812,-0.025341,-0.030161
1994-10-28,0.00384,-0.016426,0.023572,0.031777,0.051931,-0.056655,0.00552,0.054348,0.018603,0.024368
1994-11-28,0.003691,-0.059238,-0.05402,-0.014427,-0.056249,-0.072893,-0.025068,-0.047093,-0.038345,-0.04729
1994-12-28,0.00443,0.012534,0.007037,-0.03875,0.031552,0.014691,0.020367,-0.003258,0.009721,0.005009
1995-01-28,0.004156,-0.055319,-0.062486,-0.027588,-0.023147,0.063553,-0.01244,-0.019319,0.022915,-0.019415
1995-02-28,0.003983,0.050957,-0.052287,0.012711,0.080753,-0.093979,0.055697,0.001782,0.03496,0.010345
1995-03-28,0.004134,0.038273,0.087874,0.12756,-0.027095,-0.061319,0.059901,0.071281,0.0222,0.043814
1995-04-28,0.00445,0.012898,0.044341,0.005612,0.037885,0.09803,0.014547,0.009587,0.026495,0.030159
1995-05-28,0.005355,0.036143,-0.06739,0.005773,0.002937,-0.001954,0.041482,0.01791,0.033251,0.002959
1995-06-28,0.004714,0.012335,-0.052511,-0.021553,0.02353,-0.034227,0.02457,-0.003596,0.019466,-0.005257
1995-07-28,0.004522,0.013144,0.075058,0.041075,0.054659,0.073883,0.005566,0.051394,0.029029,0.045277
1995-08-28,0.004637,-0.004024,-0.044849,-0.068327,-0.058714,-0.028354,-0.029227,-0.02823,-0.004967,-0.027141
1995-09-28,0.004309,-0.008993,0.004164,-0.023209,0.009446,-0.014022,0.082255,0.025959,0.040142,0.024592
1995-10-28,0.004714,-0.013202,-0.060656,0.010598,-0.016932,-0.05237,0.037249,-0.005773,-0.005575,-0.020685
1995-11-28,0.004108,0.033067,0.055073,-0.009057,-0.002162,-0.059846,0.008473,0.001936,0.039468,0.030387
1995-12-28,0.004882,0.004508,0.046231,0.03732,0.025686,0.090888,0.034248,0.021614,0.009853,0.024132
1996-01-28,0.004278,0.047584,-0.017428,0.036323,0.038856,0.041103,-0.064471,-0.005783,0.031025,0.013596
1996-02-28,0.003908,-0.01283,-0.02172,0.007775,0.004942,-0.01358,0.040503,0.004257,0.006139,0.001969
1996-03-28,0.003943,0.015613,0.031341,0.025855,-0.007803,-0.043365,0.083563,-0.009449,0.005825,0.012483
1996-04-28,0.004579,0.036599,0.052266,0.013488,-0.041092,0.131908,-0.043752,0.014889,0.009843,0.01872
1996-05-28,0.003982,0.011803,-0.055454,-0.015094,0.010288,-0.00971,-0.037582,0.007707,0.022355,-0.003326
1996-06-28,0.004,-0.031435,0.001282,0.01396,0.016333,-0.000259,0.045644,-0.009844,0.001545,0.000848
1996-07-28,0.004497,-0.035116,-0.049287,-0.032389,-0.001712,-0.078592,-0.024726,0.002472,-0.048849,-0.040049
1996-08-28,0.004122,0.040512,-0.048825,-0.024783,0.018871,-0.012054,0.039219,0.047676,0.017895,0.007156
1996-09-28,0.004375,0.035241,0.030263,0.050735,0.002092,0.05959,-0.028547,0.018763,0.051275,0.034562
1996-10-28,0.004246,0.073991,-0.071348,0.0169,0.004847,-0.059607,-0.007237,0.043129,0.020975,0.002528
1996-11-28,0.003941,0.068817,0.015126,0.049061,0.035659,0.074973,0.004508,0.053039,0.071312,0.051893
1996-12-28,0.004404,-0.038944,-0.073538,0.00542,-0.001325,-0.002357,-0.024285,0.030239,-0.023654,-0.020617
1997-01-28,0.004014,0.045092,-0.112866,0.018446,-0.008356,0.101951,0.025836,-0.033409,0.064163,0.007842
1997-02-28,0.003788,-0.011762,0.019564,0.00128,0.0375,-0.109828,0.008663,0.027503,0.002983,0.007519
1997-03-28,0.00431,-0.054568,-0.037264,0.026559,0.069108,0.02056,0.053753,0.006242,-0.049373,-0.024286
1997-04-28,0.004313,0.019094,0.031947,-0.045036,-0.040364,0.00974,0.019877,0.014065,0.061243,0.028174
1997-05-28,0.004263,0.079278,0.106171,-0.012541,0.038026,-0.015502,0.070346,0.041441,0.052084,0.057269
1997-06-28,0.003744,0.013837,0.070984,0.079393,0.040259,0.090962,0.077791,0.010164,0.041559,0.045953
1997-07-28,0.004294,0.060722,-0.034769,0.012974,0.09338,0.053329,0.010636,0.042487,0.074522,0.04159
1997-08-28,0.004058,-0.056791,-0.090794,-0.079926,-0.103121,-0.030315,-0.097,-0.020402,-0.063656,-0.071119
1997-09-28,0.004576,0.053727,-0.019705,0.101254,0.072289,0.140174,0.0978,0.082138,0.047386,0.049572
1997-10-28,0.003911,-0.051196,-0.097069,-0.070822,-0.073903,-0.0645,-0.010018,-0.041872,-0.031409,-0.056711
1997-11-28,0.003773,-0.034158,-0.065157,0.017335,0.03077,0.020905,0.027552,0.001143,0.044406,0.013745
1997-12-28,0.004629,0.020633,-0.061861,0.03062,0.036732,0.06868,0.051204,0.033099,0.009916,0.00738
1998-01-28,0.004204,-0.022101,0.085009,0.031446,0.025883,0.086903,0.03387,0.04437,0.008445,0.023489
1998-02-28,0.003847,0.080942,0.001355,0.080184,0.059817,0.038229,0.091103,0.065504,0.066075,0.063628
1998-03-28,0.004485,0.070836,-0.072527,0.106935,0.062759,0.191864,0.017102,0.048324,0.04715,0.037578
1998-04-28,0.004308,0.000473,-0.008368,0.02822,0.032662,-0.024793,-0.009507,-0.002141,0.0072,0.005305
1998-05-28,0.003805,-0.015955,-0.058772,0.04813,0.076477,0.047934,0.039032,-0.040729,-0.024083,-0.016494
1998-06-28,0.004021,-0.044356,0.010017,0.019344,0.037883,-0.053748,-0.003869,0.011375,0.038741,0.019552
1998-07-28,0.003873,-0.07501,-0.017046,0.006269,0.019976,0.096252,0.06922,-0.023892,-0.013984,-0.005633
1998-08-28,0.004012,-0.222048,-0.118053,-0.118618,-0.168282,-0.145716,-0.160654,-0.076462,-0.143432,-0.137523
1998-09-28,0.003875,0.021907,-0.031182,-0.069424,-0.016925,-0.049702,-0.090654,-0.024263,0.061583,0.013632
1998-10-28,0.003353,0.097855,0.164343,0.09991,0.03843,0.061606,0.14175,0.057592,0.073793,0.08687
1998-11-28,0.003233,0.03346,0.042485,0.059568,0.048511,0.099927,0.046111,0.041458,0.064448,0.056074
1998-12-28,0.003779,0.007387,0.034912,0.037541,0.021004,0.078215,0.028599,0.027812,0.055009,0.044917
1999-01-28,0.003494,0.079348,0.003752,0.025529,0.013048,-0.055829,-0.026942,-0.013839,0.03941,0.018251
1999-02-28,0.003372,-0.0604,-0.025322,-0.068905,-0.085932,-0.018029,-0.035945,0.018821,-0.031596,-0.030121
1999-03-28,0.004076,0.037085,0.134621,0.01444,-0.03119,0.034581,-0.015251,0.027098,0.037194,0.037406
1999-04-28,0.003784,0.097887,0.037954,0.022419,0.061133,-0.033853,-0.006443,0.034904,0.03209,0.03549
1999-05-28,0.003463,-0.031013,-0.059824,-0.026725,-0.064275,-0.057155,-0.054024,-0.058839,-0.027027,-0.040145
1999-06-28,0.004098,0.037525,0.090551,0.025999,0.051462,-0.027052,-0.020513,-0.00148,0.049388,0.042395
1999-07-28,0.003658,0.00353,0.096177,0.001693,-0.01967,-0.035875,0.035733,0.011497,-0.036361,-0.006799
1999-08-28,0.003876,-0.0201,-0.010868,0.032472,0.013442,0.018202,-0.005052,-0.007755,-0.010499,-0.005797
1999-09-28,0.003705,0.025143,0.056966,0.00658,-0.01718,0.016626,-0.006097,-0.01985,-0.033691,-0.013544
1999-10-28,0.003581,0.063645,0.039282,0.051543,0.050548,-0.034446,0.01462,0.025637,0.061516,0.048255
1999-11-28,0.003811,0.036449,0.03906,0.029204,0.023951,0.019938,-0.011503,0.008523,0.017342,0.024185
1999-12-28,0.003764,0.141165,0.05829,0.110351,0.167485,0.141313,0.017395,0.053271,0.065689,0.077046
2000-01-28,0.004343,-0.001298,-0.047663,-0.070513,-0.03913,-0.055696,-0.114229,-0.095933,-0.058171,-0.061734
2000-02-28,0.004295,0.055346,-0.03023,0.085344,0.100147,0.117997,-0.026563,-0.035878,-0.02835,-0.001727
2000-03-28,0.004377,0.084937,0.078077,0.006553,-0.02046,-0.06733,0.076438,0.069305,0.095155,0.064608
2000-04-28,0.004595,-0.04134,-0.079801,-0.03752,-0.091168,-0.069947,-0.038897,-0.046317,-0.037208,-0.047003
2000-05-28,0.004782,-0.023608,-0.055692,0.022124,-0.03589,0.038977,0.05015,-0.038557,-0.031503,-0.03023
2000-06-28,0.003744,0.121841,0.064998,0.034108,-0.00668,0.06413,0.034694,0.00557,0.01997,0.029797
2000-07-28,0.004772,0.025511,-0.119945,-0.021004,-0.008561,-0.04678,-0.001596,0.002006,-0.022927,-0.033054
2000-08-28,0.005002,0.082822,0.059728,-0.029298,-0.051007,-0.018117,-0.027525,0.005605,0.046707,0.02739
2000-09-28,0.005093,-0.106142,-0.054793,-0.068772,-0.057372,-0.063291,-0.060178,-0.032494,-0.059751,-0.058396
2000-10-28,0.005217,-0.092669,-0.063222,-0.029093,0.00202,0.018449,0.003426,0.001849,-0.012619,-0.022108
2000-11-28,0.005271,-0.094974,-0.046833,-0.051708,-0.07878,0.0141,0.036613,-0.06409,-0.084534,-0.066123
2000-12-28,0.004909,0.016819,-0.065738,0.073863,0.080005,0.016766,0.087382,0.063481,-0.006773,0.011122
2001-01-28,0.005243,0.043853,-0.016697,-0.002599,0.033063,0.013419,-0.025683,-0.02026,0.031101,0.014442
2001-02-28,0.003653,-0.162958,-0.048218,-0.115004,-0.085198,-0.102913,-0.068918,-0.071113,-0.093512,-0.088256
2001-03-28,0.00432,-0.096412,-0.036617,-0.073175,-0.108343,-0.066014,-0.104174,-0.052024,-0.068199,-0.070708
2001-04-28,0.003864,0.068043,0.064415,0.086838,0.062316,0.047421,0.017291,0.059559,0.0739,0.069547
2001-05-28,0.003183,0.015122,-0.005078,-0.072983,-0.071471,-0.093379,-0.016088,-0.036419,0.002079,-0.017166
2001-06-28,0.002778,-0.041758,-0.06196,-0.043141,-0.009519,-0.051386,-0.042338,-0.036186,-0.02554,-0.034196
2001-07-28,0.002434,-0.006524,-0.076427,0.002982,0.002475,0.020439,-0.011184,0.000198,-0.011989,-0.015374
