Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,AOS,APA,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,BKR,BLL,BAC,BK,BAX,BDX,BBY,BIO,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,CHRW,COG,CDNS,CZR,CPB,COF,CAH,KMX,CCL,CTLT,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CERN,CF,CRL,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,COP,ED,STZ,COO,CPRT,GLW,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISCA,DISCK,DISH,DG,DLTR,D,DPZ,DOV,DTE,DUK,DRE,DD,DXC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ENPH,ETR,EOG,EFX,EQIX,EQR,ESS,EL,ETSY,EVRG,ES,RE,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FE,FRC,FISV,FLT,FMC,F,FTNT,FTV,FBHS,BEN,FCX,GPS,GRMN,IT,GNRC,GD,GE,GIS,GM,GPC,GILD,GL,GPN,GS,GWW,HAL,HBI,HIG,HAS,HCA,PEAK,HSIC,HSY,HES,HPE,HLT,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IEX,IDXX,INFO,ITW,ILMN,INCY,IR,INTC,ICE,IBM,IP,IPG,IFF,INTU,ISRG,IVZ,IPGP,IQV,IRM,JKHY,J,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LB,LHX,LH,LRCX,LW,LVS,LEG,LDOS,LEN,LLY,LNC,LIN,LYV,LKQ,LMT,L,LOW,LUMN,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MKC,MXIM,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MPWR,MNST,MCO,MS,MOS,MSI,MSCI,NDAQ,NTAP,NFLX,NWL,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NSC,NTRS,NOC,NLOK,NCLH,NOV,NRG,NUE,NVDA,NVR,NXPI,ORLY,OXY,ODFL,OMC,OKE,ORCL,PCAR,PKG,PH,PAYX,PAYC,PYPL,PENN,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PTC,PEG,PSA,PHM,PVH,QRVO,PWR,QCOM,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SNA,SO,LUV,SWK,SBUX,STT,STE,SYK,SIVB,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TGT,TEL,TDY,TFX,TER,TSLA,TXN,TXT,TMO,TJX,TSCO,TT,TDG,TRV,TRMB,TFC,TWTR,TYL,TSN,UDR,ULTA,USB,UAA,UA,UNP,UAL,UNH,UPS,URI,UHS,UNM,VLO,VTR,VRSN,VRSK,VZ,VRTX,VFC,VIAC,VTRS,V,VNO,VMC,WRB,WAB,WMT,WBA,DIS,WM,WAT,WEC,WFC,WELL,WST,WDC,WU,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XLNX,XYL,YUM,ZBRA,ZBH,ZION,ZTS
2018-01-03,2193700,5683700,4702300,208800,2064200,4383900,2561200,154066700,2086800,6181200,3575600,1698900,798200,2287700,1653000,1042100,470000,924700,1117400,1481800,1993300,1565900,1430200,6036400,3108800,1373800,5074900,2235700,2976400,4959200,1770500,946800,798700,1034800,1118500,3084000,2684000,2009600,533200,1302000,1201800,766100,3915500,118071600,10898900,1542300,2815200,558600,989800,374800,39162500,460400,1953800,1521500,597400,515500,640600,4954200,2587800,57865700,2409300,4259900,1749100,3564300,233100,1121700,448700,3211200,525000,1182300,570600,8543000,7433500,3116100,414700,1214300,5350900,2144800,715000,2625100,2323700,1785000,4195800,2807500,828700,4146100,1010500,2207400,1140400,558200,2298000,3318100,1109700,1757500,404900,5522700,2500800,5805500,1957400,2675400,1650000,1362800,534000,529800,29536000,14657900,6281200,1102800,1033300,1340500,1938100,12635600,4317100,3310000,21062900,1228100,2905000,4105800,1884300,1715100,589500,1156400,5716200,3364400,2078900,23207400,932600,6139500,4104500,2474500,1632400,1301100,1392300,9332000,1533300,3908700,1409900,1609900,1472800,1921200,5292900,2841100,2095600,1822800,1519800,14587400,646400,1058119,1347138,2690200,1993300,5540622,1684754,1332300,4255900,9134400,764500,3595400,3816600,3210600,3308800,434100,1474900,3068400,1493700,464600,1408200,321400,2121200,2231400,782900,2311800,479000,4814800,2451000,845800,722500,13957700,801600,16886600,4061200,380700,2149600,1370600,5975900,3772800,2167700,1273400,943400,1090046,29765600,1514500,1872446,1058600,2033100,20673600,3845000,655100,464500,841700,1692700,84731192,3118800,14591600,647300,6640000,460200,1221600,2988200,901200,11181900,3093300,3156900,1677500,2402200,2804300,1812922,818800,3694900,7907200,1425600,1864600,4530500,6612348,2972700,4121900,5596300,5957700,1214700,15133700,1108400,376600,404300,2440300,1547300,907200,1458500,806600,116479000,4312600,9441600,2733800,5489500,243900,1410900,788500,2876700,829100,738300,1869700,267800,1108600,980200,1321100,5350500,4805100,11901000,2168500,884600,2223100,9274400,606400,2496000,6540900,13893600,2734100,3369300,10788400,5718700,766300,410500,2583300,1631600,4645900,781800,839000,5642100,3078400,1374500,1427900,1252400,1107500,893400,1111500,4572000,10097500,1437300,437600,10684700,4844000,275800,1507900,2025200,781400,4520600,3732400,1643200,2407900,3789600,1588400,6879100,11090460,4124300,145600,4253300,2530000,43376700,26061400,939900,467200,1330900,8633800,268100,2787700,1007600,6955500,3777300,1591200,437200,1013700,2406900,8591400,6211000,5143600,2816600,402500,11008000,2879400,6091100,2130400,1172500,1107000,722100,4273700,1399700,3400100,7780700,3772500,91470400,27000,2873200,1358000,3463300,940200,3588300,2539100,24165000,1428600,874400,650600,2189800,316900,9945400,1170400,1593081,2472100,4224000,578700,868100,14183151,3589600,1351700,930200,3288600,2423200,183100,929800,8222600,706800,5863600,3247300,1650100,1449700,832600,2553700,580000,4296200,855200,1552800,973300,6844200,855100,1499500,1030100,7958983,1544000,781200,721300,8324600,1426200,480800,706700,841400,1378350,347800,2942000,2295100,808400,3888700,773300,9529200,3446100,1647800,3571400,1580900,1014600,1849300,2359400,434800,6292800,5006400,838200,7478400,1492900,498400,1398700,341900,4327300,877200,2537200,2610800,1169800,1451500,2180500,6057500,1812300,108300,187900,2170800,22607500,6918900,1131100,1458300,9258800,786100,1656881,1007200,1308100,948400,3410700,12832600,132500,2403200,1090900,1975000,5043800,6079900,4839585,4653700,4590900,2417600,5655600,844100,845900,2057700,3057600,1886900,1188200,760200,16662400,1604000,1776620,2966100,6735500,6946100,618700,2600900,509400,1030100,8903600,7147300,9237900,2104800,271700,1883100,14203700,1832600,194400,3253300,6250400,2139100,2922800,963200,8969500,771200,3530900,4114900,2453300,778800,2554900,253000,1328800,1575700,2328200
2018-01-04,2243100,6240000,3579000,300700,1777000,3919800,2211400,109503000,2104500,5150000,3323200,2230700,932400,1870600,1343900,820600,2719600,1363000,1211700,1352500,2017400,1302600,1004600,6177300,3022100,1647500,3557100,3392100,3122000,4170600,1729600,931300,870200,1781300,1166500,2021100,2796600,1879600,582500,1063000,1452400,934500,4064600,89738400,9462800,1708500,3663300,837000,931600,419300,27865700,386900,2158700,1236900,641000,517800,534000,6213700,2166900,76512500,2886500,3698000,1331700,5193200,143000,967100,389800,4171700,592600,1694200,2079000,7928600,6403200,1906700,349100,1610700,4540200,3178400,706500,2546800,2149100,2728700,4085700,3050300,650300,4865800,917900,1774100,836000,671700,2075200,4774800,1022600,1718700,327800,5310400,1176400,4598300,703300,1935500,1495700,888600,622400,567800,20731400,16864900,6740100,986800,766900,1551000,1715000,12709400,3444300,2501700,18143800,1349900,3263400,4897200,2289700,2784500,561200,1168000,5908200,3525800,2240400,17520900,1433800,13715500,3087000,2125200,2156000,2283400,1747000,9026100,1052400,4243500,5952000,978500,1458500,1994700,7875900,3700700,1370600,2907100,1825500,7146600,1539500,1217449,1091223,2475800,2087000,6826956,2446905,1206000,3936400,8958600,723200,3970900,4553100,3777900,2806400,547500,1095300,2125000,1237000,450500,1917000,292600,1904300,2004000,704100,2300300,431700,4729400,2261700,1216600,702500,10863000,790900,13880900,4180200,404500,2600400,1673900,7453300,3195400,2805500,1496000,969800,1176752,37478200,2530900,1826199,594900,2110500,19540500,5630000,1096000,828300,435600,1473200,85856680,3211100,17298700,650300,5074600,464800,1121400,2583200,949800,10142700,4158200,1593400,1291400,2750300,3702800,1512023,679700,3839400,11333500,1548200,2407700,4047400,4691432,5675000,4883200,6599200,7653900,1346100,15114300,673600,391300,519800,3054200,1392200,862500,1445300,488400,89209100,3035000,7556200,2562300,4165600,371300,1695000,898800,2388500,744200,1795600,1827800,259700,1510000,1318000,786600,4837600,10941900,12953700,3015000,774200,2438800,10503300,779300,2007200,6021500,12718900,1925500,3608500,12357600,21161100,651000,365500,2227200,3492400,3495400,516100,692700,4595700,2462500,873800,1896800,1265400,1265900,1443000,1159700,3542800,14462500,1631000,628300,14052100,3156400,329300,3187000,1600700,797400,1852500,3247200,1523000,1926500,2756400,1946500,5943200,15751650,4373900,204400,4722500,1646300,52229500,21912000,735500,403800,966000,8718800,183700,1889500,778200,8678800,4676200,1295900,461900,980900,2711300,6029600,3833000,3876000,2343200,877800,13629200,3540900,5780500,3428800,1545100,1022600,582400,5283000,1432600,2372300,4346700,2529300,58326800,34100,2153500,892200,2706100,1038300,2032700,2790800,19815100,3095100,1065200,823000,1636900,460800,8650000,868700,1498381,2262700,3147000,818500,1597700,13046517,4170100,1110600,669300,1552400,3292500,173700,1226100,8392500,908000,6322500,2573300,2128500,1834100,844600,8168700,799600,4756000,1033300,1346900,1219000,5060100,933100,1176900,1345500,5820666,1879200,844900,650100,10343300,1926400,627500,757100,734300,2834775,367100,2313200,1118100,727400,4540200,1055800,12252300,2825000,1842500,3502700,1361900,1669500,2159500,1866000,432400,5231500,4161400,840100,5775900,1026400,400600,861700,721800,3645900,1059900,3063400,2384400,773500,1319300,1946200,7124500,1399100,175500,250900,1354300,49731500,5460400,1189500,1566400,7599800,1225700,1665388,636800,1195500,1558800,3809900,17653500,165100,2848200,1201500,1250600,7583600,4676200,6026551,4384900,3922900,2749100,5473100,1331000,689000,1057400,2977000,2570700,716200,960300,12062800,1345100,2663071,6646500,8232600,7805300,997900,1325900,393150,673700,6830400,12456000,7417400,2539400,337400,1688000,18740500,1993500,367500,5173100,9184200,2195200,2727800,617400,7298600,800900,2708800,2807000,3346500,796500,1971200,435200,1073200,3309200,2534000
2018-01-05,1835900,5836900,4599300,277400,1597600,4999100,2376500,63808900,1996700,5388200,2737800,1632500,742200,1056000,1087600,806500,1075600,1569500,851100,1665000,1588000,1512500,1279100,6383400,3544700,1321500,2967800,2967900,2550300,3726100,2119400,1140900,819200,1342300,2135000,2211400,2203800,1799100,471800,1427600,820700,619400,4537800,94640000,10902200,2271100,2848300,505400,811700,333600,22194900,377700,2384200,1451100,483000,678200,437100,4034600,2379900,56445200,2514700,2190000,1424700,4115000,102100,1486400,483000,6177700,358600,2202100,860900,14260400,6113400,2863300,258800,902500,4459100,2215200,538300,1551700,2058500,3149900,3797000,3793500,528100,3945400,1241400,2081500,465400,482600,2875000,4535100,2411100,2077100,230200,5696200,1960500,4189200,997800,1629100,1478400,755000,431500,587800,24588200,15300500,7315600,899500,658900,953900,2597700,13113100,2913200,2852800,17007500,1296100,4567100,3771900,1748700,10175300,799000,924600,6174600,2819000,1769400,18926400,1123000,15338100,2732500,1880700,1303100,1930000,1574400,5191300,1329000,3722200,2968100,873300,1066900,1642600,8498800,2826800,2357500,2464700,2055500,5758300,1158500,1448831,1460173,3827200,1891800,6421973,1437717,825300,2398900,7290400,1048900,3719800,2728500,5963000,3118800,512100,1328500,2221200,848200,335800,2226800,344200,1572000,2380200,622500,2265100,391000,7142100,1618100,948800,806600,11047600,848000,13574500,3484000,347500,2863900,1721000,6212800,4564300,960500,1625200,465300,1291937,46121900,1430400,2550489,1329800,1973800,13870600,3949400,843000,437700,234800,1722600,83074888,2308100,9643300,681400,7901100,749600,1001300,2594700,771100,8617300,4362300,1132400,1644200,3079100,4060800,1656735,767100,7002500,12539400,2273600,1827400,4224800,2586470,2945000,3775700,3700700,6750700,1226500,9988300,570100,170600,515300,1761500,1442600,1471800,1422600,416900,41824000,2152200,5195800,1732100,3689100,259900,1071900,699500,3220800,539300,1381600,1893200,201800,1059100,1436200,663200,6158800,9508800,14155000,4774000,2130500,2211900,5887400,1200200,1421400,2725800,11225300,1469000,4152500,9629900,6911200,686800,851200,1713000,2317200,4004900,525400,535700,3780500,2946300,759600,1699500,1070900,1149700,1241100,1089200,5524200,10034100,1082000,549700,11962200,3512300,181600,3404400,1487500,558200,2905800,2747700,1822200,2612400,3737700,938800,7428500,9955057,3419000,208800,7229500,1481000,47381100,23407100,960100,550500,1206500,10811500,227700,1754700,1275200,6476000,4993000,679600,395800,933500,2347400,7033200,3471500,2877300,1798400,473100,10318000,4482800,11632300,3340100,1573100,1012400,842800,5086300,1178300,2216100,4539200,2660800,58012400,19300,1631700,641500,3240300,528600,1841600,10159500,14496400,2024500,672200,721600,1743900,360300,11822100,691100,1098733,2132100,2714200,558300,662800,13167517,4641400,1752500,907100,1195100,2079400,114500,959600,7203000,1069400,5949700,3264800,2825800,1698500,657300,5762000,644600,5040100,1099800,1556400,1417800,5421800,877100,773300,1168100,5835444,1425600,944900,461100,10765000,1554300,531600,780600,627400,1163700,343900,2224500,1181900,688300,3368400,826800,8552700,2183200,2240400,12607600,1183000,1619100,2126500,1779400,407800,6120500,3160900,1536500,6047700,1134900,509000,962700,402400,4686500,905200,2640200,3292600,1073300,1513600,1727000,5549700,2318300,80000,166500,2210500,22956000,5254900,2244100,1469500,7729000,2160100,1800089,224700,1144100,759000,3345000,14953200,113700,2079900,1325800,1811000,6863200,9093600,9431345,5381200,2675900,2432800,3699200,1078600,1201800,1031100,2973800,2454300,511400,882100,13348900,1940000,2221385,3169300,5325200,8590500,732300,1285300,539250,985600,7284000,9067200,6008300,1606400,363300,1546500,14217900,2003300,156600,2727400,16589600,1962000,2924800,561200,6366700,646700,2186600,3728000,5683500,666800,1927100,301800,1063400,1212200,2166100
2018-01-08,1869000,5411500,5582000,387400,2616900,4622400,2088000,63346000,1257100,6689100,2866400,1613400,802100,1185900,1339900,1945200,919000,2067000,539100,1718900,1434900,1232200,1047600,6054800,4279500,964200,3515800,5715500,1896500,3229200,1882100,1284300,1006300,1731000,1642300,2356200,2722600,1907400,423200,1630800,925300,572300,3927900,82271200,12658000,1791100,3617600,1394700,1004100,333200,26643900,759800,1782100,2683000,430900,546300,664300,4656800,2605600,42914800,3773100,2634900,1736400,3617800,233700,1438800,561500,4124900,555600,1868700,724300,10847100,4663700,2097100,439000,1083100,4200300,2005700,373200,1589100,1763400,3546100,3627300,2027100,711600,5929200,1130500,2151100,922300,456300,2705400,4733600,1196600,3349500,181700,4803600,1485700,4826100,1087700,1556100,1351800,1130900,468600,652200,16582000,14215700,4725700,1463800,646900,1118100,2252000,7068600,3305400,1688600,15189500,1385200,2715700,4522900,1848100,4978400,390500,1254200,4827900,1961800,1776500,18674100,1435000,9589200,3389100,1807200,1857300,1860700,2711800,9654700,1188500,3596000,2230100,1428100,834700,1762300,4103800,2596600,1886400,2088800,1801700,5570000,1068300,1169786,805580,3560000,2072400,4090862,1321886,971100,1818200,9714200,1099900,3473900,3791100,4579100,2334700,953000,1111000,1934400,2727300,532500,1814100,543100,967900,1918800,494500,1804600,551800,10782400,1759700,1084900,1129500,10927100,428100,17994700,4517000,447000,1956000,1185900,5896100,6862800,1149100,1457400,619900,891846,33828300,1191000,1207428,1084500,2404400,15237200,4920000,1263400,524400,278600,1044900,85381504,3332700,13099600,836200,5858500,426500,577000,2940500,954800,7611900,5278300,1660800,1257000,1367400,3631700,1505903,869700,3991900,13052100,2483100,2770100,3508500,2858680,2752600,9354200,4185900,5769600,1313000,11481400,353000,268200,449200,2257000,2292300,1002000,1531400,573600,33733800,1952000,5237500,2454400,4270800,208000,1185800,992500,3534000,1300500,830400,1442600,293100,1041200,828800,1045000,5129800,5222900,12466500,4717300,1598800,1940800,7924700,869700,2139900,3832900,12309100,772700,3126900,12321700,5723500,590300,749200,2762700,958600,2874900,1109700,751800,3296300,3251400,881800,936700,973900,984000,1084500,1166200,6191600,9754600,1283200,488900,7096800,3212600,182000,3275500,1430200,573800,3283000,3143100,1465600,1818500,2060800,1502600,6117600,11642546,4216000,137700,7146500,1084300,32217400,22113000,556600,474400,1592000,8140300,206700,1479200,566200,6681400,4225200,727700,216900,848200,3280300,5580200,2977200,4719800,3595500,378900,7225200,7051700,11905700,2803700,1374100,691100,660800,4741900,1056500,3126900,12297800,3118200,88121600,35900,1258000,641400,3174600,822000,1875400,3640600,15075000,2075600,593200,974700,2256600,376500,7963600,958500,967106,2626300,5730400,700100,1655100,19964341,4911600,1236500,592400,1595700,2564900,161600,1260100,8892300,962000,4860700,3075600,2333300,1501000,759700,3194200,768600,4440800,821800,1390100,1322800,4266900,554600,1333300,852000,10526807,1098200,903800,1117800,8292200,1188500,713600,665500,765700,1878750,397700,3318300,1023800,948300,2933600,827900,9778900,23460800,2106800,3887800,1337200,1276200,1874900,1689300,1454300,7945500,4552500,808900,6335800,1497700,399700,1240300,409200,4959600,1010100,2577400,3606000,1675600,1591400,1935500,8337200,1609100,76900,230900,2507400,49297000,4549400,1237500,1974600,7883000,1409700,2547837,543700,1343300,880600,3524300,17831300,209200,1472100,1369300,1348900,6817400,4671500,4838135,5472300,4277900,2850800,3243000,1623600,1543500,1571100,2493400,1862500,674400,791600,16212700,1987000,3212550,3633100,6912000,6660700,842300,993300,601950,312800,8843900,5312500,8052600,1529200,483100,1979600,15569400,1623200,153900,4875300,23503200,2040100,2760800,918900,5546000,632700,1803800,3837600,2483100,554700,1599400,218600,1249500,1697700,3631400
2018-01-09,1695100,7466900,4055400,234900,3204700,5995900,1804300,62560900,1091400,9311600,3404800,2666100,834500,4529900,2398000,1198100,865800,1212400,925500,1747400,2223500,1340400,902500,6269300,3661300,1165300,3426000,4323700,2978500,6669100,1581600,864400,1639400,1783500,1166500,3031700,2500200,2779700,436600,1777100,1457300,526400,5144100,86336000,13564900,2765600,2791700,706800,648100,516500,28061100,579100,1848900,2317200,385800,515400,481600,3396700,2447600,69479100,4121700,3141700,1387300,3177200,216100,1326400,547700,5641300,368800,1444700,598900,24987900,5156800,2602700,451700,1932600,4225800,1693200,593400,2443500,2164200,5314200,2361900,3469900,547400,4522900,1085900,1757200,497200,368400,2170400,2614700,1719900,3381100,336800,6660600,938900,4422300,681900,2208600,1414100,1280200,679500,449200,21449800,14209500,5434900,821900,540100,944800,2058500,9962400,3018300,2518300,17026000,2007000,3310700,5519700,1712900,2331400,481500,1027700,5149900,2241900,1031900,17587200,1610400,7778400,3474000,4359200,1884900,1484000,4345200,10374700,2678500,5826100,2797500,1290800,947300,2306000,5595000,2602200,1435600,2630200,1584400,3484800,1159000,1111105,1024248,2781700,2304400,5321128,2065194,848600,2216000,6215900,887400,5086100,4966800,4111700,3367600,948000,938200,1944100,720100,397500,1614200,403600,1249300,2517500,693800,2255300,436400,7664300,1283400,1080800,1044700,8131600,492100,12393100,3834000,399600,1648300,1338500,4364000,4145300,1457800,1663400,398700,932892,27924100,1381300,1361225,902900,2258200,32628500,5362600,975000,335700,587500,1290200,69056208,2865600,7768100,1006400,14824100,508000,1353400,2637300,763800,8587400,7577700,2313800,1324700,1842900,4296800,1799152,584100,3327200,14481200,1354800,2862000,3012300,3538841,2707100,8968500,2393500,7859500,1162800,6983800,513600,239000,397400,1685900,1116500,2713500,2639900,418800,44282300,2413600,4341800,2487900,3861000,214200,1098300,1401100,2840300,884800,1159800,1122500,302600,913600,945800,1314300,8897000,7898000,13292300,2696400,799600,3050800,9833900,1105400,2322700,5301200,10734400,866900,3436500,8186200,6588900,763300,902900,2955000,891700,2972400,1077800,537200,4944600,2426000,2424600,3366400,1007400,915400,865400,1231500,4112200,13793400,1794000,539100,12120500,2980300,186400,3071500,2527000,656900,3413200,2573900,1139000,1703700,2674300,2008200,6099900,11142022,4536300,261100,8774400,2223300,62982900,19484300,643500,617300,1442600,5805300,157800,3473300,626200,6622700,3922100,814300,319600,603900,3062900,6125900,5118100,3902600,2128200,433500,6527600,4840500,8771300,2335600,1304900,1128000,828900,4580900,1002000,1717600,3402100,3289300,49700000,16600,1408600,531100,2985100,960600,1626100,2056000,14153700,2869700,990800,728500,2850000,374100,9620400,597100,992270,2768400,4573600,431500,1057000,16876226,3939200,1537000,571800,1371800,2438100,109100,1012800,7025900,1477400,6630100,3823600,2306100,2536200,524900,5176000,659300,3595200,414300,1513600,1753100,7632300,1083900,1052500,1116900,6724489,1923700,789800,1207600,9190300,1682800,463500,617300,489400,1320075,331300,1676300,1191800,906200,3302300,684200,9370300,10500200,2576200,4307000,1305800,1569600,1720900,1694400,617400,5694500,7776800,671900,5233400,1627500,506900,1817400,298700,6594300,776900,2388000,5334400,1332500,1704800,2220000,18160800,1630500,113200,141700,1777500,35733000,4747800,935000,1845200,8376400,1116600,2293389,378500,2120800,887000,4102000,12587100,120000,1755400,1455200,939600,6392100,7789600,8791364,6390800,3057000,2672200,2957700,981500,1228600,1219000,3884900,2950300,917200,566900,14677800,1487700,3154883,5276600,6205100,6562400,857600,1229000,1152150,371400,7312700,4146700,5838000,1259000,532200,1670400,15766500,2032800,236400,3810700,6739500,2250300,2530300,1108700,3928200,560200,2453600,3006300,1797200,687600,1701000,355400,1999200,1888100,2721800
2018-01-10,1640900,4340800,4608600,166400,1624100,4504000,1664300,52561200,711200,5026200,3336600,2957200,902700,2098500,1797700,884600,1087400,874800,851500,1785800,2480800,1036700,1042800,6709900,2686000,1017500,7655800,3978400,2279200,12261300,3330500,829000,901900,1070100,789000,2542700,1872600,2654400,617900,851200,1331800,634400,3552900,95839600,14537200,2333900,3716800,632100,768200,460300,41078600,475300,1645000,2037000,372500,604200,347600,3495700,2584600,63532800,5113400,2074100,1275100,2740800,166200,973400,483800,4479300,274200,1196400,582600,13011000,5096300,3160700,402200,1043100,5037800,1367300,391000,2996800,2620600,4363900,2131700,3300600,587000,5478600,791900,2227100,722200,434000,1841600,4141600,1848200,2251700,416800,9043300,1092400,5292200,1154600,1541600,1453800,1113600,549900,403100,19473000,14008000,2914700,1003300,726800,1182900,2244700,10700700,3485800,3138300,20198100,1374400,2773900,4627900,1461200,3418500,564500,1119400,4216800,2609500,4849400,19422900,910800,8772200,4583900,2464600,1353900,1575400,5473700,12318300,4330500,3457100,2088800,1487700,1650600,2490900,10068500,6690700,2130900,1469100,1048700,3978200,2404800,846421,2466560,3227200,1776400,5012823,1195651,755600,2126800,17416500,881000,3587100,2300400,2493600,2411300,757400,980800,4750900,1026700,636300,1781800,389400,1599100,2651200,533500,1716000,394300,4914800,1234100,1014100,1056900,10822300,606100,10529900,6201000,543800,1644400,2110700,3413500,4755200,1639600,2211800,563300,855180,56517100,1178900,1062475,1197100,4639500,28035200,3044000,759000,289400,748500,956900,85615088,3097200,18281500,912900,10150400,367600,1223000,2927200,835800,9714200,5420400,1891000,1239300,1740800,3465300,2071365,1309600,3376100,10171300,1745500,4427100,3119500,2673172,3691800,10205600,2073400,8443300,928400,8935400,729900,264000,503200,1918400,1027200,982600,1347900,424900,45735000,2487000,4174100,1341500,7072200,264600,1095400,2043600,3929500,494500,775700,1358700,246900,735300,889300,1353600,6558600,4825600,15834500,3166900,4265300,3379900,8898100,846400,2700000,3072500,12593900,1439500,3823700,7565500,4702900,422900,573100,3510800,997800,2933300,617700,1397800,9804600,1674600,1541100,2416800,947600,1597900,1504600,945700,2778000,25504900,1236000,549900,7921900,2719400,229700,1143500,2567800,631400,2127300,2416900,1097200,1857600,2172500,1278700,3575300,9497395,5025800,146200,5981500,1992200,53348000,18652200,700000,882100,1795000,6494700,212200,2713600,627000,11028800,5731900,537000,242000,929500,2021500,5951500,5102800,3542100,2523800,308900,7042800,3309000,5010600,3862400,1123200,932500,676100,8636900,1396500,2953300,3241100,2539300,58266400,27500,1868300,703200,4094300,1390500,1906100,2517400,13476600,2975600,484500,993700,1883800,350700,6248600,555200,1459965,2180700,3363900,461000,884900,18755825,3696500,977500,457700,1414800,1960900,130300,1381500,6592200,1329600,6564700,3212700,2791700,2578900,426200,3457600,1133200,5004600,581500,1691600,1669800,6569300,1198600,698900,1413700,5216528,3655700,932700,805800,10142100,769100,340900,539900,543400,1100475,268100,3348600,1015000,935700,3113300,915000,10017600,3808800,2221200,2579400,1903700,1050600,1339500,2316000,494700,7197000,7200100,772500,8656500,1827400,311800,1255000,299800,7627100,687200,3377100,3597000,1044100,1394900,2018600,10985200,2253800,85000,332600,4062500,21549500,5737400,570900,1421200,6656800,1432400,1927442,353400,1171700,1303000,4035700,10420700,180600,1311200,2372000,517600,7121800,4601500,5960052,9513700,9380400,2311600,2927900,1100500,732800,1838000,2391800,2219900,586100,437500,12593400,1701000,2719145,3773400,4638500,7490300,1381900,1330800,668100,385500,7930400,4562600,6060000,1079300,308000,1998300,18107500,3072900,190100,4941100,6453600,1378400,4519700,827700,4201200,1131200,2296800,2690000,1866100,784900,887100,403000,1956700,2790500,2257200
