Date,Mkt-RF,SMB,HML,RF
2009-06-19,-2.7,0.15,-1.04,0.002
2009-06-26,-0.06,1.12,-0.64,0.002
2009-07-02,-2.3,-0.03,-0.78,0.003
2009-07-10,-2.15,-1.12,-1.39,0.003
2009-07-17,7.04,0.37,3.63,0.003
2009-07-24,4.38,1.2,1.07,0.003
2009-07-31,0.92,0.47,2.46,0.003
2009-08-07,2.47,-0.73,5.53,0.003
2009-08-14,-0.63,-0.7,0.3,0.003
2009-08-21,2.16,1.1,0.62,0.003
2009-08-28,0.19,-0.18,1.55,0.003
2009-09-04,-1.08,0.01,-2.0,0.002
2009-09-11,2.8,1.47,1.65,0.002
2009-09-18,2.59,1.12,2.03,0.002
2009-09-25,-2.3,-0.51,-1.87,0.002
2009-10-02,-1.89,-1.16,-0.69,0.001
2009-10-09,4.72,1.1,2.85,0.001
2009-10-16,1.37,-0.58,-0.38,0.001
2009-10-23,-0.87,-1.5,-1.48,0.001
2009-10-30,-4.48,-2.31,-3.39,0.001
2009-11-06,3.37,0.05,0.12,0.0
2009-11-13,2.12,-1.49,0.73,0.0
2009-11-20,-0.19,0.08,-0.54,0.0
2009-11-27,-0.09,-0.67,-1.22,0.0
2009-12-04,1.58,2.65,0.54,0.001
2009-12-11,0.12,-0.36,0.03,0.001
2009-12-18,-0.01,1.84,0.36,0.001
2009-12-24,2.35,1.59,0.01,0.001
2009-12-31,-1.01,-0.23,-0.1,0.001
2010-01-08,2.89,0.24,3.9,0.001
2010-01-15,-0.91,0.13,-1.54,0.001
2010-01-22,-3.57,0.83,-1.8,0.001
2010-01-29,-1.7,-0.75,0.07,0.001
2010-02-05,-0.81,-0.71,-0.12,0.0
2010-02-12,1.41,2.33,0.75,0.0
2010-02-19,3.18,0.02,1.64,0.0
2010-02-26,-0.37,-0.4,0.79,0.0
2010-03-05,3.46,2.54,1.17,0.002
2010-03-12,1.18,0.36,0.54,0.002
2010-03-19,0.61,-1.16,-0.73,0.002
2010-03-26,0.66,0.03,1.13,0.002
2010-04-01,1.02,-0.34,0.69,0.003
2010-04-09,1.63,1.12,2.18,0.003
2010-04-16,0.1,2.69,-0.55,0.003
2010-04-23,2.19,1.71,1.9,0.003
2010-04-30,-2.62,-0.67,-1.39,0.003
2010-05-07,-6.78,-2.09,-2.17,0.003
2010-05-14,2.8,3.75,0.06,0.003
2010-05-21,-4.49,-2.33,-1.1,0.003
2010-05-28,0.62,1.36,0.99,0.003
2010-06-04,-2.43,-1.39,-2.18,0.003
2010-06-11,2.46,-0.45,-0.2,0.003
2010-06-18,2.41,0.38,0.34,0.003
2010-06-25,-3.52,0.23,-0.36,0.003
2010-07-02,-5.26,-1.48,-1.87,0.004
2010-07-09,5.39,-0.81,1.11,0.004
2010-07-16,-1.36,-1.21,-1.2,0.004
2010-07-23,3.91,2.83,-0.26,0.004
2010-07-30,-0.13,-0.01,1.03,0.004
2010-08-06,1.68,-1.61,-0.69,0.003
2010-08-13,-4.01,-2.48,-0.56,0.003
2010-08-20,-0.42,1.02,-1.02,0.003
2010-08-27,-0.51,1.1,-0.16,0.003
2010-09-03,3.85,0.06,0.74,0.003
2010-09-10,0.31,-1.32,-0.23,0.003
2010-09-17,1.69,1.08,-1.74,0.003
2010-09-24,2.16,1.17,-0.87,0.003
2010-10-01,0.11,1.42,-0.11,0.003
2010-10-08,1.69,0.57,0.09,0.003
2010-10-15,1.01,1.26,-2.02,0.003
2010-10-22,0.46,-0.65,0.36,0.003
2010-10-29,0.24,-0.07,-1.07,0.003
2010-11-05,3.66,0.97,1.43,0.003
2010-11-12,-2.01,0.05,-0.55,0.003
2010-11-19,0.26,0.8,-0.65,0.003
2010-11-26,-0.5,2.06,-1.57,0.003
2010-12-03,3.0,-0.24,1.07,0.003
2010-12-10,1.48,0.96,1.54,0.003
2010-12-17,0.37,0.17,-0.99,0.003
2010-12-23,1.05,0.06,1.49,0.003
2010-12-31,0.04,-0.61,0.65,0.003
2011-01-07,1.14,-0.66,0.4,0.002
2011-01-14,1.76,0.77,0.47,0.002
2011-01-21,-1.25,-3.12,0.27,0.002
2011-01-28,-0.38,0.7,-0.13,0.002
2011-02-04,2.77,0.43,-0.7,0.003
2011-02-11,1.67,1.0,0.73,0.003
2011-02-18,1.08,0.42,0.6,0.003
2011-02-25,-1.73,0.02,0.01,0.003
2011-03-04,0.19,0.31,-0.68,0.002
2011-03-11,-1.43,-1.6,0.93,0.002
2011-03-18,-1.81,0.8,-0.01,0.002
2011-03-25,2.94,1.4,-1.19,0.002
2011-04-01,1.59,1.2,-0.39,0.001
2011-04-08,-0.3,-0.3,-0.16,0.001
2011-04-15,-0.69,-0.17,-1.16,0.001
2011-04-21,1.36,0.19,-1.22,0.001
2011-04-29,2.01,0.11,-0.22,0.001
2011-05-06,-1.88,-1.86,-0.38,0.0
2011-05-13,-0.06,0.64,-1.46,0.0
2011-05-20,-0.37,-0.73,0.05,0.0
2011-05-27,0.03,1.05,-0.28,0.0
2011-06-03,-2.5,-0.91,-0.08,0.001
2011-06-10,-2.38,-0.96,0.03,0.001
2011-06-17,0.01,0.03,0.97,0.001
2011-06-24,0.22,2.36,-1.2,0.001
2011-07-01,5.58,-0.47,-0.24,-0.001
2011-07-08,0.52,1.15,-1.73,-0.001
2011-07-15,-2.15,-0.29,-0.29,-0.001
2011-07-22,2.06,-0.81,0.08,-0.001
2011-07-29,-4.11,-1.27,0.82,-0.001
2011-08-05,-7.74,-2.21,-0.28,0.002
2011-08-12,-1.59,-1.04,-3.51,0.002
2011-08-19,-5.05,-1.6,1.66,0.002
2011-08-26,5.01,1.11,-1.23,0.002
2011-09-02,-0.21,-0.88,-0.95,0.0
2011-09-09,-1.56,0.41,-0.34,0.0
2011-09-16,5.47,0.27,-0.2,0.0
2011-09-23,-6.77,-1.5,-1.77,0.0
2011-09-30,-0.62,-0.85,2.35,0.0
2011-10-07,2.27,0.27,-1.53,0.0
2011-10-14,6.28,2.13,-0.17,0.0
2011-10-21,0.95,-1.8,2.35,0.0
2011-10-28,4.09,2.38,0.43,0.0
2011-11-04,-2.28,0.89,-1.93,0.0
2011-11-11,0.61,-1.04,0.58,0.0
2011-11-18,-3.69,0.48,-0.22,0.0
2011-11-25,-4.85,-2.38,-0.36,0.0
2011-12-02,7.68,2.16,0.61,0.0
2011-12-09,0.86,0.45,0.15,0.0
2011-12-16,-2.88,-0.4,0.59,0.0
2011-12-23,3.66,-0.56,1.53,0.0
2011-12-30,-0.62,-0.13,-0.52,0.0
2012-01-06,1.7,-0.62,0.92,0.0
2012-01-13,1.18,0.9,0.16,0.0
2012-01-20,2.13,0.6,-0.13,0.0
2012-01-27,0.33,1.75,-1.58,0.0
2012-02-03,2.5,1.63,0.48,0.001
2012-02-10,-0.23,-1.65,-0.25,0.001
2012-02-17,1.6,0.3,0.52,0.001
2012-02-24,0.26,-0.58,-1.07,0.001
2012-03-02,0.05,-3.35,0.43,0.001
2012-03-09,0.32,1.68,0.18,0.001
2012-03-16,2.29,-0.82,1.59,0.001
2012-03-23,-0.44,0.6,-0.26,0.001
2012-03-30,0.74,-0.64,-0.33,0.001
2012-04-05,-0.71,-0.62,-0.66,0.001
2012-04-13,-2.05,-0.19,-0.19,0.001
2012-04-20,0.56,0.22,0.33,0.001
2012-04-27,1.87,0.71,-0.14,0.001
2012-05-04,-2.68,-1.54,-0.09,0.002
2012-05-11,-0.99,0.87,0.03,0.002
2012-05-18,-4.47,-0.4,-0.35,0.002
2012-05-25,1.95,0.49,-0.93,0.002
2012-06-01,-3.15,-0.49,0.25,0.001
2012-06-08,3.73,0.12,0.1,0.001
2012-06-15,1.07,-1.02,0.64,0.001
2012-06-22,-0.35,1.11,-0.02,0.001
2012-06-29,2.1,0.91,-0.06,0.001
2012-07-06,-0.26,1.59,-0.42,0.001
2012-07-13,-0.05,-1.14,0.72,0.001
2012-07-20,0.26,-1.39,-1.61,0.001
2012-07-27,1.45,-1.29,0.96,0.001
2012-08-03,0.17,-1.22,0.8,0.001
2012-08-10,1.37,0.67,0.7,0.001
2012-08-17,1.13,1.23,-0.14,0.001
2012-08-24,-0.55,-1.04,0.21,0.001
2012-08-31,-0.18,0.47,-0.15,0.001
2012-09-07,2.56,0.8,1.23,0.002
2012-09-14,2.09,0.62,1.78,0.002
2012-09-21,-0.48,-0.26,-1.02,0.002
2012-09-28,-1.41,-0.64,-0.37,0.002
2012-10-05,1.46,-1.1,1.43,0.002
2012-10-12,-2.21,-0.13,0.59,0.002
2012-10-19,0.26,-1.24,1.7,0.002
2012-10-26,-1.37,0.84,-0.37,0.002
2012-11-02,0.27,0.09,0.8,0.002
2012-11-09,-2.33,0.06,-0.73,0.002
2012-11-16,-1.46,-1.07,-0.2,0.002
2012-11-23,3.72,0.45,0.08,0.002
2012-11-30,0.83,1.54,-0.43,0.002
2012-12-07,0.13,-0.62,1.28,0.003
2012-12-14,-0.14,0.54,0.8,0.003
2012-12-21,1.4,1.06,1.37,0.003
2012-12-28,-1.88,0.09,0.16,0.003
2013-01-04,4.8,0.83,0.81,0.0
2013-01-11,0.44,-0.34,-0.74,0.0
2013-01-18,0.98,0.47,-0.03,0.0
2013-01-25,1.27,0.05,0.11,0.0
2013-02-01,0.73,-0.17,0.99,0.001
2013-02-08,0.45,0.02,-0.02,0.001
2013-02-15,0.23,0.63,1.19,0.001
2013-02-22,-0.36,-0.48,-0.57,0.001
2013-03-01,0.2,-0.52,-0.99,0.001
2013-03-08,2.47,0.46,0.73,0.001
2013-03-15,0.67,0.27,0.97,0.001
2013-03-22,-0.21,0.07,-0.83,0.001
2013-03-28,0.85,-0.22,-0.75,0.001
2013-04-05,-1.39,-1.99,0.17,0.001
2013-04-12,2.38,0.04,-0.3,0.001
2013-04-19,-2.24,-1.36,-0.62,0.001
2013-04-26,1.92,0.53,1.38,0.001
2013-05-03,2.05,0.24,-0.02,0.0
2013-05-10,1.44,0.67,0.64,0.0
2013-05-17,2.14,-0.09,0.51,0.0
2013-05-24,-1.07,0.15,0.3,0.0
2013-05-31,-0.76,1.12,1.04,0.0
2013-06-07,0.73,-0.42,-0.1,0.0
2013-06-14,-0.93,0.52,-0.66,0.0
2013-06-21,-2.08,0.58,0.42,0.0
2013-06-28,1.11,0.49,0.23,0.0
2013-07-05,1.85,1.38,0.2,0.0
2013-07-12,3.02,0.1,-0.49,0.0
2013-07-19,0.72,0.4,1.85,0.0
2013-07-26,0.12,-0.15,-0.36,0.0
2013-08-02,1.44,-0.13,-0.9,0.0
2013-08-09,-0.98,-0.04,-0.41,0.0
2013-08-16,-2.04,0.08,0.44,0.0
2013-08-23,0.61,0.93,-1.18,0.0
2013-08-30,-1.87,-0.48,-1.34,0.0
2013-09-06,1.49,0.23,0.43,0.0
2013-09-13,2.16,0.28,-0.39,0.0
2013-09-20,1.36,0.55,-0.63,0.0
2013-09-27,-0.77,1.21,-0.56,0.0
2013-10-04,0.17,0.32,0.16,0.001
2013-10-11,0.55,-0.26,1.39,0.001
2013-10-18,2.51,0.15,0.17,0.001
2013-10-25,0.72,-0.15,-0.5,0.001
2013-11-01,-0.12,-1.71,0.25,0.001
2013-11-08,0.47,0.09,0.67,0.001
2013-11-15,1.71,-0.02,-0.96,0.001
2013-11-22,0.36,0.17,0.82,0.001
2013-11-29,0.35,1.61,-0.47,0.001
2013-12-06,-0.07,-0.86,-0.12,0.001
2013-12-13,-1.46,-0.75,0.54,0.001
2013-12-20,2.57,1.03,-0.29,0.001
2013-12-27,1.35,0.21,0.02,0.001
2014-01-03,-0.42,-0.07,-0.02,0.001
2014-01-10,0.67,0.56,-1.46,0.001
2014-01-17,-0.12,0.64,-0.66,0.001
2014-01-24,-2.6,0.49,-0.15,0.001
2014-01-31,-0.44,-0.88,0.0,0.001
2014-02-07,0.56,-2.2,0.06,0.001
2014-02-14,2.53,0.55,0.02,0.001
2014-02-21,0.14,1.59,-0.92,0.001
2014-02-28,1.37,0.4,0.47,0.001
2014-03-07,1.17,0.45,1.63,0.001
2014-03-14,-1.94,0.24,-0.16,0.001
2014-03-21,1.28,-0.58,2.16,0.001
2014-03-28,-1.01,-2.89,1.45,0.001
2014-04-04,0.33,-0.29,1.08,0.0
2014-04-11,-2.87,-0.77,-0.06,0.0
2014-04-17,2.68,-0.53,0.25,0.0
2014-04-25,-0.34,-1.08,0.5,0.0
2014-05-02,0.99,-0.58,-0.49,0.0
2014-05-09,-0.47,-1.96,0.7,0.0
2014-05-16,0.0,-0.18,-1.18,0.0
2014-05-23,1.39,0.76,-0.08,0.0
2014-05-30,1.18,-0.51,0.19,0.0
2014-06-06,1.6,1.05,0.31,0.001
2014-06-13,-0.52,0.74,-0.62,0.001
2014-06-20,1.51,0.78,-0.3,0.001
2014-06-27,-0.06,0.16,-0.18,0.001
2014-07-03,1.38,0.49,-0.36,0.0
2014-07-11,-1.35,-3.07,0.53,0.0
2014-07-18,0.37,-1.5,0.96,0.0
2014-07-25,-0.01,-0.47,-0.86,0.0
2014-08-01,-2.63,0.27,-0.23,0.0
2014-08-08,0.51,0.96,-0.5,0.0
2014-08-15,1.31,-0.48,-0.34,0.0
2014-08-22,1.79,-0.01,0.43,0.0
2014-08-29,0.89,0.13,0.01,0.0
2014-09-05,0.18,-0.51,-0.05,0.0
2014-09-12,-0.86,0.59,-0.54,0.0
2014-09-19,0.91,-2.32,0.35,0.0
2014-09-26,-1.58,-0.73,-0.93,0.0
2014-10-03,-0.79,-0.36,-0.77,0.0
2014-10-10,-3.59,-1.4,0.53,0.0
2014-10-17,-0.51,3.56,-0.83,0.0
2014-10-24,4.06,-0.76,-0.65,0.0
2014-10-31,2.87,2.28,-0.19,0.0
2014-11-07,0.69,-0.74,0.6,0.0
2014-11-14,0.54,-0.06,-1.29,0.0
2014-11-21,1.05,-1.44,-0.14,0.0
2014-11-28,0.26,0.16,-2.11,0.0
2014-12-05,0.29,0.11,1.31,0.0
2014-12-12,-3.44,0.88,-0.72,0.0
2014-12-19,3.47,0.12,0.62,0.0
2014-12-26,1.03,0.63,0.52,0.0
2015-01-02,-1.39,0.09,0.55,0.0
2015-01-09,-0.78,-0.35,-2.36,0.0
2015-01-16,-1.32,0.45,-0.47,0.0
2015-01-23,1.64,-0.7,-0.31,0.0
2015-01-30,-2.5,0.63,-0.51,0.0
2015-02-06,3.32,0.18,1.53,0.0
2015-02-13,2.11,-0.5,-1.28,0.0
2015-02-20,0.8,0.15,-1.49,0.0
2015-02-27,-0.19,0.67,-0.47,0.0
2015-03-06,-1.36,0.55,-0.49,0.0
2015-03-13,-0.61,1.66,0.44,0.0
2015-03-20,2.59,-0.02,-1.0,0.0
2015-03-27,-2.16,0.39,0.25,0.0
2015-04-02,0.45,0.7,1.09,0.001
2015-04-10,1.67,-0.71,-1.36,0.001
2015-04-17,-1.02,-0.01,0.8,0.001
2015-04-24,1.77,-0.24,-1.38,0.001
2015-05-01,-0.77,-2.61,2.4,0.0
2015-05-08,0.41,0.0,0.19,0.0
2015-05-15,0.41,0.33,-0.41,0.0
2015-05-22,0.32,0.41,-0.05,0.0
2015-05-29,-0.79,0.4,-0.14,0.0
2015-06-05,-0.29,1.84,0.02,0.0
2015-06-12,0.12,0.11,0.61,0.0
2015-06-19,0.83,0.71,-1.43,0.0
2015-06-26,-0.35,0.36,0.59,0.0
2015-07-02,-1.33,-1.55,-0.75,0.0
2015-07-10,-0.02,0.16,-1.3,0.0
2015-07-17,2.27,-1.45,-1.76,0.0
2015-07-24,-2.33,-1.43,-0.36,0.0
2015-07-31,1.19,0.0,-0.79,0.0
2015-08-07,-1.36,-1.25,0.92,0.001
2015-08-14,0.69,-0.37,1.2,0.001
2015-08-21,-5.7,1.21,0.02,0.001
2015-08-28,1.07,0.01,-0.74,0.001
2015-09-04,-3.08,1.5,0.13,0.0
2015-09-11,2.09,-0.46,-1.55,0.0
2015-09-18,-0.15,1.21,-1.74,0.0
2015-09-25,-1.77,-2.71,3.62,0.0
2015-10-02,0.73,-1.58,0.54,0.0
2015-10-09,3.44,1.52,2.02,0.0
2015-10-16,0.62,-1.24,0.05,0.0
2015-10-23,1.7,-1.5,0.11,0.0
2015-10-30,0.17,-0.43,-1.51,0.0
2015-11-06,1.38,2.63,0.58,0.001
2015-11-13,-3.72,-0.86,-0.1,0.001
2015-11-20,3.14,-0.52,-0.9,0.001
2015-11-27,0.38,2.4,-0.86,0.001
2015-12-04,-0.19,-1.53,0.15,0.003
2015-12-11,-3.93,-0.85,-1.64,0.003
2015-12-18,-0.35,0.12,-0.75,0.003
2015-12-24,2.83,0.2,1.04,0.003
2015-12-31,-0.9,-0.78,-0.56,0.003
2016-01-08,-6.22,-1.75,0.5,0.002
2016-01-15,-2.54,-1.34,-0.15,0.002
2016-01-22,1.38,0.21,-1.61,0.002
2016-01-29,1.71,-0.63,3.65,0.002
2016-02-05,-3.36,-1.35,1.07,0.005
2016-02-12,-0.81,-0.51,-0.48,0.005
2016-02-19,3.09,0.96,-1.6,0.005
2016-02-26,1.84,1.24,-0.02,0.005
2016-03-04,3.08,1.18,2.48,0.005
2016-03-11,1.0,-0.54,1.32,0.005
2016-03-18,1.41,-0.3,0.14,0.005
2016-03-24,-0.8,-0.85,-1.01,0.005
2016-04-01,2.06,1.64,-1.99,0.002
2016-04-08,-1.17,-0.11,-1.6,0.002
2016-04-15,1.94,0.73,2.06,0.002
2016-04-22,0.74,0.62,1.8,0.002
2016-04-29,-1.19,-0.09,1.71,0.002
2016-05-06,-0.63,-1.19,-0.57,0.003
2016-05-13,-0.52,-0.56,-0.69,0.003
2016-05-20,0.55,0.16,0.74,0.003
2016-05-27,2.43,1.0,-0.83,0.003
2016-06-03,0.16,1.3,-1.23,0.005
2016-06-10,-0.25,0.54,-0.05,0.005
2016-06-17,-1.2,-0.3,-0.17,0.005
2016-06-24,-1.6,0.34,-0.18,0.005
2016-07-01,3.14,-0.59,-0.7,0.005
2016-07-08,1.38,0.81,-1.43,0.005
2016-07-15,1.6,0.55,2.26,0.005
2016-07-22,0.6,0.0,-1.17,0.005
2016-07-29,0.07,0.72,-0.28,0.005
2016-08-05,0.56,0.45,0.74,0.005
2016-08-12,0.18,-0.33,-0.13,0.005
2016-08-19,0.15,0.42,1.45,0.005
2016-08-26,-0.53,0.63,0.37,0.005
2016-09-02,0.7,0.16,0.68,0.005
2016-09-09,-2.3,0.09,0.43,0.005
2016-09-16,0.57,0.52,-2.62,0.005
2016-09-23,1.26,1.13,-0.18,0.005
2016-09-30,0.21,-0.19,1.24,0.005
2016-10-07,-0.58,-0.53,1.27,0.004
2016-10-14,-1.12,-1.23,0.66,0.004
2016-10-21,0.42,-0.3,0.72,0.004
2016-10-28,-0.77,-2.35,1.35,0.004
2016-11-04,-1.89,-0.53,1.13,0.004
2016-11-11,4.67,6.01,2.55,0.004
2016-11-18,1.29,1.01,1.32,0.004
2016-11-25,1.64,0.81,0.58,0.004
2016-12-02,-1.13,-2.11,3.94,0.006
2016-12-09,3.35,2.02,1.81,0.006
2016-12-16,-0.29,-1.39,-0.82,0.006
2016-12-23,0.32,0.2,0.65,0.006
2016-12-30,-1.16,-0.09,0.12,0.006
2017-01-06,1.69,-0.68,-1.2,0.009
2017-01-13,0.09,0.43,-1.05,0.009
2017-01-20,-0.31,-1.12,-0.19,0.009
2017-01-27,1.16,0.18,0.55,0.009
2017-02-03,0.15,0.42,-0.61,0.009
2017-02-10,0.88,0.13,-1.24,0.009
2017-02-17,1.52,-0.56,-0.33,0.009
2017-02-24,0.48,-1.05,-0.52,0.009
2017-03-03,0.65,-0.95,-0.11,0.008
2017-03-10,-0.55,-1.16,-1.71,0.008
2017-03-17,0.48,1.87,-0.38,0.008
2017-03-24,-1.65,-0.89,-1.81,0.008
2017-03-31,1.05,1.63,0.86,0.008
2017-04-07,-0.44,-1.33,0.15,0.014
2017-04-13,-1.2,-0.19,-1.11,0.014
2017-04-21,1.11,1.81,-0.25,0.014
2017-04-28,1.64,0.32,-1.0,0.014
2017-05-05,0.53,-0.77,-0.45,0.016
2017-05-12,-0.32,-0.27,-1.27,0.016
2017-05-19,-0.4,-0.79,-0.44,0.016
2017-05-26,1.46,-0.32,-0.77,0.016
2017-06-02,1.09,1.07,-1.67,0.015
2017-06-09,-0.24,0.58,3.37,0.015
2017-06-16,-0.08,-1.06,-0.63,0.015
2017-06-23,0.31,1.05,-3.83,0.015
2017-06-30,-0.49,0.04,3.42,0.015
2017-07-07,0.08,-0.45,0.33,0.018
2017-07-14,1.36,-0.16,-1.31,0.018
2017-07-21,0.55,0.06,-0.45,0.018
2017-07-28,-0.03,-0.56,0.63,0.018
2017-08-04,0.09,-1.77,0.74,0.021
2017-08-11,-1.52,-0.99,-1.05,0.021
2017-08-18,-0.67,-0.74,-0.31,0.021
2017-08-25,0.82,0.57,0.7,0.021
2017-09-01,1.61,1.42,-1.44,0.024
2017-09-08,-0.77,0.25,-1.37,0.024
2017-09-15,1.7,0.68,1.83,0.024
2017-09-22,0.39,0.85,1.6,0.024
2017-09-29,0.91,2.14,0.65,0.024
2017-10-06,1.29,0.12,-0.22,0.021
2017-10-13,0.03,-0.69,-0.19,0.021
2017-10-20,0.91,-0.8,0.73,0.021
2017-10-27,0.25,-0.59,0.1,0.021
2017-11-03,0.19,-1.15,-0.43,0.021
2017-11-10,-0.41,-1.02,-0.96,0.021
2017-11-17,0.21,1.11,0.03,0.021
2017-11-24,1.04,1.11,-0.83,0.021
2017-12-01,1.62,-0.9,2.24,0.022
2017-12-08,0.3,-1.44,0.19,0.022
2017-12-15,0.81,-0.26,-0.7,0.022
2017-12-22,0.54,0.77,0.51,0.022
2017-12-29,-0.37,0.03,-0.22,0.022
2018-01-05,2.54,-0.68,-0.45,0.028
2018-01-12,1.81,0.39,1.08,0.028
2018-01-19,0.84,-0.67,-0.43,0.028
2018-01-26,2.05,-1.46,-1.12,0.028
2018-02-02,-3.81,-0.47,-0.09,0.028
2018-02-09,-5.09,1.01,0.1,0.028
2018-02-16,4.51,0.1,-0.57,0.028
2018-02-23,0.48,0.12,-0.56,0.028
2018-03-02,-1.74,1.05,-0.8,0.029
2018-03-09,3.6,0.36,-0.15,0.029
2018-03-16,-1.21,0.85,-0.12,0.029
2018-03-23,-5.82,1.69,-0.2,0.029
2018-03-29,1.8,-1.1,0.86,0.029
2018-04-06,-1.38,0.56,0.68,0.036
2018-04-13,2.05,1.0,-1.04,0.036
2018-04-20,0.73,0.07,0.51,0.036
2018-04-27,-0.29,-0.53,0.43,0.036
2018-05-04,-0.16,1.07,-1.34,0.035
2018-05-11,2.43,0.39,-0.26,0.035
2018-05-18,-0.22,2.52,-0.04,0.035
2018-05-25,0.22,-0.33,-0.43,0.035
2018-06-01,0.61,1.26,-1.16,0.034
2018-06-08,1.68,0.43,-0.19,0.034
2018-06-15,0.21,0.88,-2.22,0.034
2018-06-22,-0.85,1.38,0.23,0.034
2018-06-29,-1.6,-1.26,-0.02,0.034
2018-07-06,1.65,1.73,-1.0,0.04
2018-07-13,1.39,-1.63,-1.14,0.04
2018-07-20,0.14,-0.01,0.62,0.04
2018-07-27,0.17,-2.81,1.56,0.04
2018-08-03,0.65,-0.07,0.15,0.041
2018-08-10,0.05,0.92,-0.78,0.041
2018-08-17,0.46,-0.39,0.09,0.041
2018-08-24,1.06,1.32,-1.01,0.041
2018-08-31,0.96,-0.06,-1.79,0.041
2018-09-07,-1.14,-0.78,0.18,0.038
2018-09-14,1.2,-0.41,-0.96,0.038
2018-09-21,0.54,-1.21,1.75,0.038
2018-09-28,-0.52,0.07,-2.59,0.038
2018-10-05,-1.42,-3.2,3.38,0.047
2018-10-12,-4.26,-0.76,-0.02,0.047
2018-10-19,-0.15,-0.97,0.56,0.047
2018-10-26,-4.06,0.35,-1.04,0.047
2018-11-02,2.87,1.6,0.5,0.044
2018-11-09,1.75,-2.59,1.2,0.044
2018-11-16,-1.65,0.22,0.28,0.044
2018-11-23,-3.74,1.18,0.88,0.044
2018-11-30,4.78,-1.8,-1.69,0.044
2018-12-07,-4.83,-0.71,-0.62,0.048
2018-12-14,-1.45,-1.21,-1.87,0.048
2018-12-21,-7.32,-1.65,2.11,0.048
2018-12-28,3.14,1.11,-1.38,0.048
2019-01-04,2.14,1.31,1.24,0.051
2019-01-11,2.95,2.18,-1.61,0.051
2019-01-18,2.8,-0.83,0.92,0.051
2019-01-25,-0.28,0.07,-0.17,0.051
2019-02-01,1.57,-0.34,-0.77,0.046
2019-02-08,0.08,0.31,-1.28,0.046
2019-02-15,2.73,1.57,-0.03,0.046
2019-02-22,0.64,1.01,-0.83,0.046
2019-03-01,0.5,-0.36,-1.25,0.048
2019-03-08,-2.55,-1.95,-0.26,0.048
2019-03-15,2.83,-0.93,-0.51,0.048
2019-03-22,-1.11,-1.46,-2.74,0.048
2019-03-29,1.27,1.07,-0.23,0.048
2019-04-05,2.14,0.5,1.0,0.052
2019-04-12,0.55,-0.76,0.89,0.052
2019-04-18,-0.18,-1.05,0.46,0.052
2019-04-26,1.24,0.24,-1.32,0.052
2019-05-03,0.27,0.68,0.33,0.051
2019-05-10,-2.22,-0.11,0.03,0.051
2019-05-17,-1.02,-1.44,-0.68,0.051
2019-05-24,-1.3,-0.48,-0.15,0.051
2019-05-31,-2.71,-0.45,-1.05,0.051
2019-06-07,4.27,-1.3,-0.55,0.045
2019-06-14,0.45,0.01,-0.09,0.045
2019-06-21,2.21,0.07,-1.67,0.045
2019-06-28,-0.11,1.4,1.54,0.045
2019-07-05,1.56,-1.25,-0.37,0.048
2019-07-12,0.72,-1.37,-0.34,0.048
2019-07-19,-1.22,-0.36,-0.66,0.048
2019-07-26,1.75,-0.21,0.74,0.048
2019-08-02,-3.45,0.28,-0.81,0.041
2019-08-09,-0.61,-0.68,-1.98,0.041
2019-08-16,-1.17,0.25,-1.25,0.041
2019-08-23,-1.57,-0.73,-0.3,0.041
2019-08-30,2.7,-0.52,0.33,0.041
2019-09-06,1.61,-1.19,1.26,0.044
2019-09-13,1.33,2.82,4.97,0.044
2019-09-20,-0.64,-0.54,-0.95,0.044
2019-09-27,-1.36,-1.88,2.0,0.044
2019-10-04,-0.4,-0.44,-2.41,0.038
2019-10-11,0.69,-0.43,0.19,0.038
2019-10-18,0.47,0.75,0.58,0.038
2019-10-25,1.38,0.33,0.65,0.038
2019-11-01,1.47,0.35,-0.48,0.031
2019-11-08,1.01,-0.44,2.23,0.031
2019-11-15,0.78,-0.66,-1.78,0.031
2019-11-22,-0.19,-0.02,-1.55,0.031
2019-11-29,1.13,1.54,-1.69,0.031
2019-12-06,0.1,0.47,0.82,0.035
2019-12-13,0.74,0.16,0.73,0.035
2019-12-20,1.71,0.36,0.03,0.035
2019-12-27,0.49,-0.49,-0.41,0.035
2020-01-03,-0.12,-0.32,0.36,0.032
2020-01-10,0.94,-0.89,-2.22,0.032
2020-01-17,2.01,0.63,-1.33,0.032
2020-01-24,-1.14,-1.24,-1.04,0.032
2020-01-31,-2.06,-1.11,-1.49,0.032
2020-02-07,3.13,-0.35,-0.78,0.03
2020-02-14,1.73,-0.02,-0.91,0.03
2020-02-21,-1.06,0.76,-0.03,0.03
2020-02-28,-11.5,0.63,-2.31,0.03
2020-03-06,0.1,-1.65,-4.84,0.031
2020-03-13,-9.7,-5.89,-3.45,0.031
2020-03-20,-14.56,1.73,-5.67,0.031
2020-03-27,10.31,-1.02,0.88,0.031
2020-04-03,-2.48,-2.14,-5.25,0.001
2020-04-09,12.35,2.71,7.74,0.001
2020-04-17,3.25,-1.6,-8.57,0.001
2020-04-24,-0.86,2.55,-2.04,0.001
2020-05-01,0.01,2.28,4.7,0.002
2020-05-08,4.24,2.29,-3.54,0.002
2020-05-15,-2.2,-1.16,-7.26,0.002
2020-05-22,3.59,3.22,3.9,0.002
2020-05-29,2.98,-1.16,3.66,0.002
