Date,4 weeks,8 weeks,13 weeks,26 weeks,52 weeks
2/1/2002,1.74,,1.74,1.85,
3/1/2002,1.73,,1.73,1.82,
4/1/2002,1.72,,1.72,1.82,
7/1/2002,1.71,,1.69,1.77,
8/1/2002,1.69,,1.68,1.78,
9/1/2002,1.68,,1.68,1.77,
10/1/2002,1.66,,1.68,1.75,
11/1/2002,1.62,,1.58,1.62,
14/1/2002,1.62,,1.58,1.61,
15/1/2002,1.63,,1.6,1.64,
16/1/2002,1.62,,1.61,1.66,
17/1/2002,1.59,,1.64,1.73,
18/1/2002,1.59,,1.62,1.71,
22/1/2002,1.66,,1.69,1.76,
23/1/2002,1.67,,1.71,1.78,
24/1/2002,1.69,,1.72,1.82,
25/1/2002,1.68,,1.72,1.83,
28/1/2002,1.71,,1.73,1.86,
29/1/2002,1.68,,1.72,1.84,
30/1/2002,1.7,,1.75,1.86,1.7
31/1/2002,1.69,,1.76,1.89,1.69
1/2/2002,1.68,,1.76,1.87,1.68
4/2/2002,1.7,,1.77,1.85,1.7
5/2/2002,1.69,,1.76,1.86,1.69
6/2/2002,1.73,,1.74,1.84,
7/2/2002,1.71,,1.73,1.83,
8/2/2002,1.68,,1.73,1.82,
11/2/2002,1.73,,1.73,1.84,
12/2/2002,1.74,,1.75,1.87,
13/2/2002,1.75,,1.76,1.87,
14/2/2002,1.75,,1.75,1.86,
15/2/2002,1.72,,1.74,1.84,
19/2/2002,1.73,,1.74,1.84,
20/2/2002,1.73,,1.76,1.87,
21/2/2002,1.76,,1.76,1.87,
22/2/2002,1.75,,1.76,1.86,
25/2/2002,1.76,,1.77,1.88,
26/2/2002,1.77,,1.77,1.91,
27/2/2002,1.77,,1.77,1.88,
28/2/2002,1.76,,1.79,1.87,
1/3/2002,1.78,,1.77,1.9,
4/3/2002,1.77,,1.79,1.91,
5/3/2002,1.77,,1.8,1.93,
6/3/2002,1.77,,1.78,1.91,
7/3/2002,1.77,,1.78,1.96,
8/3/2002,1.77,,1.8,2.04,
11/3/2002,1.8,,1.83,2.04,
12/3/2002,1.79,,1.84,2.06,
13/3/2002,1.8,,1.82,2.02,
14/3/2002,1.79,,1.85,2.06,
15/3/2002,1.79,,1.85,2.08,
18/3/2002,1.77,,1.86,2.1,
19/3/2002,1.78,,1.85,2.1,
20/3/2002,1.79,,1.84,2.12,
21/3/2002,1.78,,1.83,2.11,
22/3/2002,1.78,,1.83,2.12,
25/3/2002,1.78,,1.82,2.13,
26/3/2002,1.79,,1.81,2.12,
27/3/2002,1.77,,1.81,2.1,
28/3/2002,1.76,,1.79,2.11,
1/4/2002,1.79,,1.78,2.12,
2/4/2002,1.78,,1.8,2.12,
3/4/2002,1.77,,1.79,2.08,
4/4/2002,1.77,,1.78,2.07,
5/4/2002,1.76,,1.76,2.03,
8/4/2002,1.76,,1.75,2.01,
9/4/2002,1.73,,1.73,2.03,
10/4/2002,1.72,,1.71,1.98,
11/4/2002,1.72,,1.72,1.97,
12/4/2002,1.72,,1.71,1.95,
15/4/2002,1.71,,1.71,1.93,
16/4/2002,1.71,,1.74,1.98,
17/4/2002,1.71,,1.73,1.92,
18/4/2002,1.7,,1.72,1.9,
19/4/2002,1.68,,1.73,1.9,
22/4/2002,1.66,,1.72,1.88,
23/4/2002,1.66,,1.73,1.92,
24/4/2002,1.66,,1.72,1.89,
25/4/2002,1.67,,1.74,1.89,
26/4/2002,1.67,,1.75,1.89,
29/4/2002,1.73,,1.77,1.91,
30/4/2002,1.75,,1.77,1.91,
1/5/2002,1.76,,1.77,1.9,
2/5/2002,1.74,,1.77,1.91,
3/5/2002,1.73,,1.76,1.87,
6/5/2002,1.74,,1.76,1.87,
7/5/2002,1.73,,1.76,1.86,
8/5/2002,1.76,,1.76,1.9,
9/5/2002,1.74,,1.77,1.89,
10/5/2002,1.73,,1.77,1.87,
13/5/2002,1.77,,1.77,1.9,
14/5/2002,1.77,,1.78,1.95,
15/5/2002,1.76,,1.76,1.92,
16/5/2002,1.74,,1.75,1.89,
17/5/2002,1.73,,1.76,1.94,
20/5/2002,1.73,,1.75,1.92,
21/5/2002,1.73,,1.75,1.92,
22/5/2002,1.72,,1.74,1.89,
23/5/2002,1.73,,1.74,1.9,
24/5/2002,1.71,,1.74,1.9,
28/5/2002,1.74,,1.76,1.92,
29/5/2002,1.73,,1.75,1.91,
30/5/2002,1.73,,1.75,1.89,
31/5/2002,1.72,,1.74,1.9,
3/6/2002,1.72,,1.75,1.9,
4/6/2002,1.73,,1.76,1.9,
5/6/2002,1.75,,1.75,1.9,
6/6/2002,1.74,,1.74,1.88,
7/6/2002,1.74,,1.74,1.88,
10/6/2002,1.75,,1.75,1.87,
11/6/2002,1.75,,1.75,1.87,
12/6/2002,1.74,,1.74,1.85,
13/6/2002,1.71,,1.72,1.82,
14/6/2002,1.71,,1.71,1.8,
17/6/2002,1.7,,1.73,1.82,
18/6/2002,1.69,,1.73,1.82,
19/6/2002,1.69,,1.71,1.77,
20/6/2002,1.67,,1.73,1.81,
21/6/2002,1.67,,1.72,1.79,
24/6/2002,1.65,,1.73,1.8,
25/6/2002,1.69,,1.73,1.81,
26/6/2002,1.72,,1.7,1.74,
27/6/2002,1.7,,1.7,1.76,
28/6/2002,1.68,,1.7,1.75,
1/7/2002,1.71,,1.71,1.77,
2/7/2002,1.69,,1.72,1.76,
3/7/2002,1.71,,1.72,1.74,
5/7/2002,1.71,,1.72,1.77,
8/7/2002,1.73,,1.73,1.76,
9/7/2002,1.73,,1.72,1.75,
10/7/2002,1.73,,1.72,1.74,
11/7/2002,1.72,,1.72,1.74,
12/7/2002,1.71,,1.71,1.74,
15/7/2002,1.71,,1.71,1.72,
16/7/2002,1.72,,1.72,1.75,
17/7/2002,1.72,,1.72,1.75,
18/7/2002,1.72,,1.72,1.74,
19/7/2002,1.72,,1.71,1.73,
22/7/2002,1.72,,1.71,1.72,
23/7/2002,1.72,,1.7,1.71,
24/7/2002,1.7,,1.69,1.7,
25/7/2002,1.71,,1.7,1.69,
26/7/2002,1.72,,1.69,1.68,
29/7/2002,1.73,,1.72,1.74,
30/7/2002,1.73,,1.72,1.75,
31/7/2002,1.73,,1.71,1.7,
1/8/2002,1.71,,1.68,1.66,
2/8/2002,1.66,,1.63,1.59,
5/8/2002,1.68,,1.64,1.59,
6/8/2002,1.69,,1.65,1.6,
7/8/2002,1.66,,1.59,1.55,
8/8/2002,1.67,,1.62,1.59,
9/8/2002,1.66,,1.62,1.59,
12/8/2002,1.67,,1.67,1.64,
13/8/2002,1.67,,1.63,1.58,
14/8/2002,1.69,,1.64,1.61,
15/8/2002,1.66,,1.62,1.63,
16/8/2002,1.66,,1.62,1.65,
19/8/2002,1.67,,1.66,1.68,
20/8/2002,1.66,,1.62,1.64,
21/8/2002,1.69,,1.63,1.65,
22/8/2002,1.66,,1.65,1.68,
23/8/2002,1.66,,1.65,1.67,
26/8/2002,1.67,,1.67,1.69,
27/8/2002,1.69,,1.68,1.71,
28/8/2002,1.72,,1.67,1.69,
29/8/2002,1.72,,1.68,1.66,
30/8/2002,1.71,,1.69,1.67,
3/9/2002,1.69,,1.64,1.63,
4/9/2002,1.7,,1.63,1.6,
5/9/2002,1.66,,1.61,1.58,
6/9/2002,1.68,,1.66,1.66,
9/9/2002,1.71,,1.69,1.69,
10/9/2002,1.72,,1.68,1.68,
11/9/2002,1.71,,1.69,1.69,
12/9/2002,1.7,,1.69,1.68,
13/9/2002,1.67,,1.69,1.68,
16/9/2002,1.68,,1.71,1.69,
17/9/2002,1.7,,1.7,1.69,
18/9/2002,1.7,,1.68,1.68,
19/9/2002,1.63,,1.65,1.64,
20/9/2002,1.63,,1.65,1.64,
23/9/2002,1.65,,1.65,1.63,
24/9/2002,1.68,,1.65,1.61,
25/9/2002,1.68,,1.66,1.63,
26/9/2002,1.66,,1.65,1.61,
27/9/2002,1.63,,1.63,1.57,
30/9/2002,1.6,,1.57,1.51,
1/10/2002,1.63,,1.59,1.54,
2/10/2002,1.61,,1.58,1.52,
3/10/2002,1.58,,1.57,1.51,
4/10/2002,1.6,,1.61,1.56,
7/10/2002,1.61,,1.63,1.57,
8/10/2002,1.62,,1.61,1.57,
9/10/2002,1.6,,1.57,1.53,
10/10/2002,1.59,,1.58,1.56,
11/10/2002,1.59,,1.58,1.58,
15/10/2002,1.65,,1.68,1.69,
16/10/2002,1.66,,1.66,1.67,
17/10/2002,1.65,,1.67,1.69,
18/10/2002,1.65,,1.67,1.68,
21/10/2002,1.68,,1.71,1.72,
22/10/2002,1.71,,1.69,1.71,
23/10/2002,1.69,,1.68,1.69,
24/10/2002,1.64,,1.65,1.66,
25/10/2002,1.63,,1.64,1.62,
28/10/2002,1.59,,1.59,1.55,
29/10/2002,1.58,,1.51,1.46,
30/10/2002,1.56,,1.51,1.46,
31/10/2002,1.48,,1.44,1.43,
1/11/2002,1.44,,1.43,1.42,
4/11/2002,1.44,,1.43,1.43,
5/11/2002,1.44,,1.42,1.41,
6/11/2002,1.24,,1.23,1.27,
7/11/2002,1.2,,1.22,1.28,
8/11/2002,1.19,,1.22,1.26,
12/11/2002,1.2,,1.22,1.27,
13/11/2002,1.22,,1.21,1.25,
14/11/2002,1.22,,1.22,1.28,
15/11/2002,1.23,,1.22,1.28,
18/11/2002,1.24,,1.23,1.28,
19/11/2002,1.23,,1.21,1.28,
20/11/2002,1.22,,1.22,1.28,
21/11/2002,1.23,,1.22,1.28,
22/11/2002,1.23,,1.23,1.29,
25/11/2002,1.24,,1.24,1.31,
26/11/2002,1.27,,1.22,1.29,
27/11/2002,1.28,,1.23,1.31,
29/11/2002,1.25,,1.22,1.3,
2/12/2002,1.26,,1.24,1.32,
3/12/2002,1.23,,1.23,1.32,
4/12/2002,1.23,,1.22,1.3,
5/12/2002,1.23,,1.22,1.28,
6/12/2002,1.23,,1.21,1.26,
9/12/2002,1.24,,1.23,1.29,
10/12/2002,1.23,,1.21,1.28,
11/12/2002,1.23,,1.21,1.27,
12/12/2002,1.2,,1.21,1.27,
13/12/2002,1.2,,1.21,1.28,
16/12/2002,1.2,,1.23,1.3,
17/12/2002,1.22,,1.22,1.28,
18/12/2002,1.2,,1.21,1.27,
19/12/2002,1.19,,1.21,1.24,
20/12/2002,1.18,,1.21,1.24,
23/12/2002,1.15,,1.19,1.27,
24/12/2002,1.17,,1.19,1.27,
26/12/2002,1.14,,1.18,1.27,
27/12/2002,1.07,,1.16,1.23,
30/12/2002,1.14,,1.22,1.24,
31/12/2002,1.2,,1.22,1.23,
2/1/2003,1.18,,1.22,1.25,
3/1/2003,1.18,,1.22,1.25,
6/1/2003,1.17,,1.21,1.28,
7/1/2003,1.17,,1.19,1.24,
8/1/2003,1.17,,1.19,1.23,
9/1/2003,1.18,,1.2,1.25,
10/1/2003,1.17,,1.2,1.24,
13/1/2003,1.17,,1.21,1.27,
14/1/2003,1.18,,1.19,1.24,
15/1/2003,1.17,,1.2,1.23,
16/1/2003,1.17,,1.18,1.22,
17/1/2003,1.17,,1.18,1.21,
21/1/2003,1.17,,1.19,1.22,
22/1/2003,1.17,,1.17,1.19,
23/1/2003,1.16,,1.17,1.2,
24/1/2003,1.14,,1.16,1.19,
27/1/2003,1.15,,1.17,1.19,
28/1/2003,1.19,,1.18,1.2,
29/1/2003,1.18,,1.18,1.2,
30/1/2003,1.17,,1.18,1.19,
31/1/2003,1.17,,1.18,1.19,
3/2/2003,1.16,,1.18,1.21,
4/2/2003,1.18,,1.16,1.19,
5/2/2003,1.18,,1.18,1.2,
6/2/2003,1.17,,1.17,1.19,
7/2/2003,1.17,,1.17,1.18,
10/2/2003,1.17,,1.17,1.2,
11/2/2003,1.19,,1.18,1.19,
12/2/2003,1.18,,1.18,1.19,
13/2/2003,1.18,,1.17,1.18,
14/2/2003,1.19,,1.18,1.19,
18/2/2003,1.19,,1.19,1.2,
19/2/2003,1.19,,1.18,1.19,
20/2/2003,1.19,,1.19,1.2,
21/2/2003,1.2,,1.19,1.2,
24/2/2003,1.21,,1.21,1.21,
25/2/2003,1.25,,1.2,1.2,
26/2/2003,1.26,,1.21,1.2,
27/2/2003,1.24,,1.21,1.2,
28/2/2003,1.21,,1.2,1.19,
3/3/2003,1.2,,1.2,1.21,
4/3/2003,1.23,,1.19,1.2,
5/3/2003,1.21,,1.18,1.18,
6/3/2003,1.2,,1.18,1.18,
7/3/2003,1.16,,1.12,1.11,
10/3/2003,1.14,,1.08,1.06,
11/3/2003,1.15,,1.1,1.07,
12/3/2003,1.15,,1.1,1.08,
13/3/2003,1.15,,1.12,1.13,
14/3/2003,1.14,,1.13,1.13,
17/3/2003,1.16,,1.15,1.15,
18/3/2003,1.19,,1.14,1.19,
19/3/2003,1.19,,1.16,1.18,
20/3/2003,1.19,,1.17,1.19,
21/3/2003,1.18,,1.18,1.2,
24/3/2003,1.18,,1.17,1.19,
25/3/2003,1.21,,1.18,1.19,
26/3/2003,1.19,,1.18,1.18,
27/3/2003,1.18,,1.16,1.17,
28/3/2003,1.15,,1.14,1.15,
31/3/2003,1.16,,1.14,1.13,
1/4/2003,1.17,,1.12,1.1,
2/4/2003,1.17,,1.13,1.12,
3/4/2003,1.17,,1.11,1.1,
4/4/2003,1.17,,1.11,1.1,
7/4/2003,1.19,,1.17,1.17,
8/4/2003,1.19,,1.15,1.15,
9/4/2003,1.17,,1.13,1.13,
10/4/2003,1.18,,1.14,1.16,
11/4/2003,1.18,,1.17,1.19,
14/4/2003,1.19,,1.2,1.22,
15/4/2003,1.17,,1.18,1.21,
16/4/2003,1.15,,1.17,1.2,
17/4/2003,1.14,,1.18,1.2,
21/4/2003,1.14,,1.18,1.22,
22/4/2003,1.14,,1.18,1.21,
23/4/2003,1.14,,1.17,1.21,
24/4/2003,1.13,,1.15,1.18,
25/4/2003,1.13,,1.14,1.17,
28/4/2003,1.13,,1.14,1.18,
29/4/2003,1.14,,1.15,1.18,
30/4/2003,1.13,,1.13,1.15,
1/5/2003,1.09,,1.1,1.12,
2/5/2003,1.07,,1.12,1.16,
5/5/2003,1.08,,1.13,1.17,
6/5/2003,1.09,,1.1,1.12,
7/5/2003,1.08,,1.11,1.13,
8/5/2003,1.06,,1.09,1.13,
9/5/2003,1.07,,1.11,1.13,
12/5/2003,1.07,,1.1,1.13,
13/5/2003,1.02,,1.09,1.12,
14/5/2003,0.95,,1.06,1.1,
15/5/2003,0.98,,1.06,1.1,
16/5/2003,0.98,,1.05,1.06,
19/5/2003,1.01,,1.05,1.06,
20/5/2003,1.02,,1.04,1.04,
21/5/2003,1.14,,1.06,1.08,
22/5/2003,1.13,,1.08,1.08,
23/5/2003,1.15,,1.08,1.08,
27/5/2003,1.17,,1.09,1.09,
28/5/2003,1.21,,1.12,1.11,
29/5/2003,1.19,,1.1,1.08,
30/5/2003,1.17,,1.11,1.09,
2/6/2003,1.17,,1.14,1.12,
3/6/2003,1.17,,1.08,1.05,
4/6/2003,1.15,,1.05,1.03,
5/6/2003,1.12,,1.04,1.03,
6/6/2003,1.15,,1.05,1.03,
9/6/2003,1.16,,1.03,1,
10/6/2003,1.1,,0.97,0.95,
11/6/2003,1.07,,0.94,0.95,
12/6/2003,1.03,,0.92,0.9,
13/6/2003,0.93,,0.86,0.86,
16/6/2003,0.94,,0.87,0.88,
17/6/2003,0.93,,0.9,0.91,
18/6/2003,0.91,,0.89,0.89,
19/6/2003,0.83,,0.81,0.82,
20/6/2003,0.81,,0.83,0.85,
23/6/2003,0.83,,0.85,0.87,
24/6/2003,0.82,,0.83,0.84,
25/6/2003,0.92,,0.92,0.94,
26/6/2003,0.85,,0.91,0.96,
27/6/2003,0.79,,0.87,0.95,
30/6/2003,0.79,,0.91,0.98,
1/7/2003,0.89,,0.89,0.96,
2/7/2003,0.87,,0.87,0.95,
3/7/2003,0.87,,0.87,0.95,
7/7/2003,0.9,,0.92,0.97,
8/7/2003,0.92,,0.92,0.96,
9/7/2003,0.9,,0.9,0.95,
10/7/2003,0.89,,0.89,0.95,
11/7/2003,0.89,,0.89,0.95,
14/7/2003,0.87,,0.91,0.96,
15/7/2003,0.87,,0.92,0.97,
16/7/2003,0.84,,0.91,0.97,
17/7/2003,0.83,,0.9,0.96,
18/7/2003,0.83,,0.91,0.96,
21/7/2003,0.85,,0.93,0.99,
22/7/2003,0.89,,0.93,0.97,
23/7/2003,0.9,,0.93,0.97,
24/7/2003,0.91,,0.93,0.98,
25/7/2003,0.92,,0.93,0.98,
28/7/2003,0.97,,0.97,1.01,
29/7/2003,0.99,,0.99,1.01,
30/7/2003,0.94,,0.98,1.01,
31/7/2003,0.91,,0.96,1.02,
1/8/2003,0.91,,0.95,1.04,
4/8/2003,0.91,,0.97,1.05,
5/8/2003,0.93,,0.96,1.05,
6/8/2003,0.92,,0.95,1.04,
7/8/2003,0.91,,0.95,1.04,
8/8/2003,0.91,,0.96,1.03,
11/8/2003,0.92,,0.96,1.06,
12/8/2003,0.93,,0.95,1.04,
13/8/2003,0.95,,0.96,1.05,
14/8/2003,0.96,,0.96,1.05,
15/8/2003,0.92,,0.95,1.04,
18/8/2003,0.97,,0.96,1.06,
19/8/2003,0.96,,0.96,1.04,
20/8/2003,0.94,,0.96,1.04,
21/8/2003,0.95,,0.97,1.06,
22/8/2003,0.96,,0.98,1.05,
25/8/2003,0.97,,1.02,1.07,
26/8/2003,1.01,,1.01,1.06,
27/8/2003,1,,1,1.06,
28/8/2003,0.99,,0.99,1.05,
29/8/2003,0.98,,0.98,1.05,
2/9/2003,0.98,,0.98,1.07,
3/9/2003,0.98,,0.97,1.04,
4/9/2003,0.96,,0.97,1.05,
5/9/2003,0.95,,0.96,1.03,
8/9/2003,0.95,,0.97,1.05,
9/9/2003,0.95,,0.96,1.03,
10/9/2003,0.94,,0.96,1.02,
11/9/2003,0.93,,0.96,1.02,
12/9/2003,0.91,,0.96,1.02,
15/9/2003,0.91,,0.96,1.03,
16/9/2003,0.91,,0.93,1.02,
17/9/2003,0.9,,0.95,1.02,
18/9/2003,0.89,,0.96,1.02,
19/9/2003,0.87,,0.95,1.02,
22/9/2003,0.87,,0.96,1.04,
23/9/2003,0.89,,0.94,1.03,
24/9/2003,0.89,,0.95,1.02,
25/9/2003,0.87,,0.94,1.02,
26/9/2003,0.86,,0.94,1.02,
29/9/2003,0.85,,0.97,1.03,
30/9/2003,0.87,,0.95,1.01,
1/10/2003,0.87,,0.95,1,
2/10/2003,0.85,,0.94,1,
3/10/2003,0.86,,0.94,1.01,
6/10/2003,0.86,,0.94,0.97,
7/10/2003,0.84,,0.92,1.01,
8/10/2003,0.87,,0.91,1,
9/10/2003,0.9,,0.91,1,
10/10/2003,0.88,,0.92,1,
14/10/2003,0.88,,0.93,1.01,
15/10/2003,0.9,,0.93,1.01,
16/10/2003,0.9,,0.93,1.03,
17/10/2003,0.9,,0.93,1.02,
20/10/2003,0.9,,0.95,1.04,
21/10/2003,0.92,,0.93,1.04,
22/10/2003,0.92,,0.96,1.03,
23/10/2003,0.92,,0.96,1.03,
24/10/2003,0.92,,0.95,1.03,
27/10/2003,0.95,,0.98,1.05,
28/10/2003,0.98,,0.96,1.03,
29/10/2003,0.98,,0.96,1.04,
30/10/2003,0.97,,0.96,1.04,
31/10/2003,0.96,,0.96,1.04,
3/11/2003,0.97,,0.96,1.05,
4/11/2003,0.97,,0.95,1.03,
5/11/2003,0.96,,0.96,1.05,
6/11/2003,0.95,,0.96,1.06,
7/11/2003,0.95,,0.96,1.07,
10/11/2003,0.92,,0.97,1.07,
12/11/2003,0.92,,0.95,1.06,
13/11/2003,0.91,,0.94,1.04,
14/11/2003,0.92,,0.95,1.04,
17/11/2003,0.93,,0.96,1.04,
18/11/2003,0.95,,0.96,1.04,
19/11/2003,0.94,,0.95,1.03,
20/11/2003,0.93,,0.95,1.01,
21/11/2003,0.93,,0.94,1.02,
24/11/2003,0.94,,0.96,1.04,
25/11/2003,0.97,,0.95,1.03,
26/11/2003,0.97,,0.94,1.04,
28/11/2003,0.96,,0.93,1.04,
1/12/2003,0.97,,0.95,1.06,
2/12/2003,0.96,,0.94,1.04,
3/12/2003,0.96,,0.94,1.04,
4/12/2003,0.94,,0.93,1.04,
5/12/2003,0.94,,0.92,1.01,
8/12/2003,0.94,,0.93,1.03,
9/12/2003,0.93,,0.93,1.04,
10/12/2003,0.92,,0.93,1.03,
11/12/2003,0.87,,0.9,0.99,
12/12/2003,0.87,,0.91,0.99,
15/12/2003,0.86,,0.91,1.01,
16/12/2003,0.87,,0.91,1,
17/12/2003,0.84,,0.9,0.99,
18/12/2003,0.85,,0.89,0.96,
19/12/2003,0.87,,0.88,0.96,
22/12/2003,0.87,,0.91,0.99,
23/12/2003,0.89,,0.9,1,
24/12/2003,0.87,,0.9,1,
26/12/2003,0.75,,0.87,0.99,
29/12/2003,0.77,,0.91,1.03,
30/12/2003,0.87,,0.94,1.02,
31/12/2003,0.9,,0.94,1.02,
2/1/2004,0.87,,0.93,1.02,
5/1/2004,0.88,,0.92,1.05,
6/1/2004,0.87,,0.92,1.03,
7/1/2004,0.87,,0.91,1.02,
8/1/2004,0.87,,0.88,1.01,
9/1/2004,0.87,,0.87,0.97,
12/1/2004,0.87,,0.9,0.98,
13/1/2004,0.86,,0.89,0.97,
14/1/2004,0.85,,0.88,0.96,
15/1/2004,0.81,,0.88,0.96,
16/1/2004,0.79,,0.89,0.97,
20/1/2004,0.78,,0.9,0.98,
21/1/2004,0.81,,0.89,0.96,
22/1/2004,0.73,,0.88,0.96,
23/1/2004,0.78,,0.9,0.96,
26/1/2004,0.8,,0.91,0.99,
27/1/2004,0.89,,0.91,0.98,
28/1/2004,0.89,,0.94,1,
29/1/2004,0.86,,0.94,1.02,
30/1/2004,0.84,,0.92,1.01,
2/2/2004,0.86,,0.95,1.03,
3/2/2004,0.93,,0.94,1.02,
4/2/2004,0.91,,0.94,1.01,
5/2/2004,0.89,,0.94,1.02,
6/2/2004,0.89,,0.93,1.01,
9/2/2004,0.88,,0.95,1.02,
10/2/2004,0.91,,0.95,1.02,
11/2/2004,0.89,,0.93,1,
12/2/2004,0.9,,0.93,1,
13/2/2004,0.9,,0.92,0.98,
17/2/2004,0.9,,0.95,1,
18/2/2004,0.93,,0.94,1,
19/2/2004,0.93,,0.94,1,
20/2/2004,0.93,,0.94,1.01,
23/2/2004,0.95,,0.97,1.02,
24/2/2004,0.97,,0.97,1.02,
25/2/2004,0.96,,0.96,1.02,
26/2/2004,0.97,,0.96,1.02,
27/2/2004,0.95,,0.96,1.01,
1/3/2004,0.97,,0.97,1.02,
2/3/2004,0.98,,0.97,1.03,
3/3/2004,0.97,,0.97,1.02,
4/3/2004,0.97,,0.96,1.02,
5/3/2004,0.95,,0.95,0.99,
8/3/2004,0.95,,0.97,1.01,
9/3/2004,0.98,,0.96,1,
10/3/2004,0.97,,0.96,1,
11/3/2004,0.96,,0.97,1,
12/3/2004,0.96,,0.96,1.01,
15/3/2004,0.94,,0.97,1.02,
16/3/2004,0.97,,0.96,1.01,
17/3/2004,0.94,,0.93,1.01,
18/3/2004,0.93,,0.93,1,
19/3/2004,0.93,,0.93,1.01,
22/3/2004,0.94,,0.96,1.02,
23/3/2004,0.96,,0.95,1.01,
24/3/2004,0.95,,0.93,1,
25/3/2004,0.95,,0.93,0.99,
26/3/2004,0.94,,0.95,1,
29/3/2004,0.95,,0.97,1.02,
30/3/2004,0.97,,0.96,1.01,
31/3/2004,0.96,,0.95,1.01,
1/4/2004,0.95,,0.93,1.02,
2/4/2004,0.93,,0.95,1.03,
5/4/2004,0.94,,0.95,1.06,
6/4/2004,0.94,,0.93,1.04,
7/4/2004,0.94,,0.95,1.04,
8/4/2004,0.93,,0.93,1.04,
12/4/2004,0.92,,0.95,1.06,
13/4/2004,0.91,,0.95,1.08,
14/4/2004,0.92,,0.96,1.13,
15/4/2004,0.92,,0.95,1.12,
16/4/2004,0.91,,0.93,1.08,
19/4/2004,0.91,,0.97,1.11,
20/4/2004,0.93,,0.98,1.13,
21/4/2004,0.93,,1,1.17,
22/4/2004,0.8,,0.97,1.14,
23/4/2004,0.86,,0.98,1.19,
26/4/2004,0.87,,1,1.19,
27/4/2004,0.91,,0.99,1.17,
28/4/2004,0.87,,0.98,1.16,
29/4/2004,0.84,,0.97,1.15,
30/4/2004,0.82,,0.98,1.16,
3/5/2004,0.81,,1.01,1.21,
4/5/2004,0.93,,1.01,1.19,
5/5/2004,0.9,,0.99,1.17,
6/5/2004,0.88,,1,1.2,
7/5/2004,0.89,,1.07,1.34,
10/5/2004,0.87,,1.09,1.37,
11/5/2004,0.91,,1.06,1.36,
12/5/2004,0.89,,1.04,1.33,
13/5/2004,0.87,,1,1.34,
14/5/2004,0.86,,0.99,1.34,
17/5/2004,0.88,,1.07,1.36,
18/5/2004,0.91,,1.06,1.37,
19/5/2004,0.9,,1.04,1.38,
20/5/2004,0.89,,1.03,1.36,
21/5/2004,0.9,,1.03,1.38,
24/5/2004,0.9,,1.08,1.42,
25/5/2004,0.94,,1.08,1.41,
26/5/2004,0.93,,1.08,1.39,
27/5/2004,0.93,,1.06,1.37,
28/5/2004,0.93,,1.08,1.39,
1/6/2004,0.94,,1.17,1.44,
2/6/2004,0.96,,1.17,1.45,
3/6/2004,0.95,,1.17,1.45,
4/6/2004,0.94,,1.2,1.5,
7/6/2004,0.94,,1.25,1.54,
8/6/2004,1.03,,1.27,1.56,
9/6/2004,1.02,,1.27,1.61,
10/6/2004,1.01,,1.29,1.65,
14/6/2004,1.03,,1.42,1.78,
15/6/2004,1.09,,1.34,1.69,
16/6/2004,1.05,,1.3,1.69,
17/6/2004,1.01,,1.27,1.66,
18/6/2004,1.01,,1.28,1.68,
21/6/2004,1,,1.34,1.71,
22/6/2004,1.08,,1.32,1.7,
23/6/2004,1.08,,1.29,1.69,
24/6/2004,1.1,,1.28,1.68,
25/6/2004,1.1,,1.3,1.69,
28/6/2004,1.1,,1.38,1.78,
29/6/2004,1.19,,1.38,1.75,
30/6/2004,1.17,,1.33,1.68,
1/7/2004,1,,1.22,1.64,
2/7/2004,1.06,,1.29,1.6,
6/7/2004,1.09,,1.34,1.68,
7/7/2004,1.16,,1.3,1.64,
8/7/2004,1.14,,1.27,1.63,
9/7/2004,1.14,,1.27,1.62,
12/7/2004,1.15,,1.34,1.68,
13/7/2004,1.19,,1.34,1.69,
14/7/2004,1.17,,1.34,1.69,
15/7/2004,1.14,,1.34,1.68,
16/7/2004,1.14,,1.34,1.66,
19/7/2004,1.14,,1.35,1.69,
20/7/2004,1.22,,1.36,1.7,
21/7/2004,1.21,,1.35,1.71,
22/7/2004,1.21,,1.36,1.71,
23/7/2004,1.22,,1.37,1.71,
26/7/2004,1.28,,1.46,1.78,
27/7/2004,1.35,,1.47,1.79,
28/7/2004,1.32,,1.46,1.78,
29/7/2004,1.28,,1.44,1.77,
30/7/2004,1.26,,1.44,1.76,
2/8/2004,1.26,,1.51,1.78,
3/8/2004,1.37,,1.49,1.77,
4/8/2004,1.34,,1.49,1.76,
5/8/2004,1.33,,1.48,1.75,
6/8/2004,1.36,,1.43,1.67,
9/8/2004,1.39,,1.52,1.73,
10/8/2004,1.42,,1.51,1.75,
11/8/2004,1.4,,1.44,1.73,
12/8/2004,1.31,,1.43,1.73,
13/8/2004,1.32,,1.43,1.72,
16/8/2004,1.35,,1.5,1.77,
17/8/2004,1.38,,1.49,1.75,
18/8/2004,1.37,,1.49,1.74,
19/8/2004,1.34,,1.48,1.73,
20/8/2004,1.33,,1.49,1.74,
23/8/2004,1.31,,1.55,1.8,
24/8/2004,1.39,,1.55,1.8,
25/8/2004,1.37,,1.55,1.79,
26/8/2004,1.39,,1.55,1.79,
27/8/2004,1.42,,1.56,1.8,
30/8/2004,1.43,,1.62,1.83,
31/8/2004,1.45,,1.6,1.79,
