Date,4 weeks,8 weeks,13 weeks,26 weeks,52 weeks
14/9/2021,0.05,0.06,0.04,0.05,0.07
15/9/2021,0.04,0.06,0.04,0.05,0.07
16/9/2021,0.06,0.06,0.04,0.05,0.07
17/9/2021,0.06,0.06,0.04,0.05,0.07
20/9/2021,0.06,0.05,0.04,0.05,0.07
21/9/2021,0.05,0.04,0.03,0.04,0.07
22/9/2021,0.04,0.04,0.03,0.05,0.08
23/9/2021,0.05,0.04,0.03,0.04,0.07
24/9/2021,0.06,0.04,0.03,0.05,0.07
27/9/2021,0.06,0.03,0.04,0.05,0.08
28/9/2021,0.07,0.04,0.04,0.06,0.08
29/9/2021,0.05,0.04,0.04,0.05,0.08
30/9/2021,0.07,0.05,0.04,0.05,0.08
1/10/2021,0.08,0.04,0.04,0.05,0.08
4/10/2021,0.1,0.04,0.04,0.06,0.08
5/10/2021,0.11,0.04,0.04,0.06,0.09
6/10/2021,0.06,0.04,0.04,0.06,0.1
7/10/2021,0.03,0.09,0.05,0.06,0.1
8/10/2021,0.02,0.07,0.05,0.07,0.09
12/10/2021,0.02,0.07,0.06,0.06,0.1
13/10/2021,0.02,0.06,0.05,0.06,0.1
14/10/2021,0.05,0.08,0.05,0.06,0.09
15/10/2021,0.04,0.08,0.05,0.06,0.11
18/10/2021,0.04,0.09,0.06,0.06,0.1
19/10/2021,0.05,0.09,0.05,0.06,0.1
20/10/2021,0.05,0.07,0.05,0.06,0.09
